time [s]	crank-angle [deg]	pressure [bar]	temperature [K]	volume [cm³]	mass [mg]
0.400511	189.200000	14.267756	3127.888906	432.908739	0.685196
0.400517	189.300000	14.269864	3127.737257	432.867778	0.685266
0.400522	189.400000	14.268203	3127.444497	432.826374	0.685185
0.400528	189.500000	14.270343	3127.294632	432.784527	0.685254
0.400533	189.600000	14.268683	3127.001956	432.742237	0.685171
0.400539	189.700000	14.270854	3126.853866	432.699504	0.685240
0.400544	189.800000	14.269195	3126.561289	432.656327	0.685156
0.400550	189.900000	14.271399	3126.414967	432.612708	0.685225
0.400556	190.000000	14.269741	3126.122501	432.568647	0.685140
0.400561	190.100000	14.271976	3125.977939	432.524142	0.685208
0.400567	190.200000	14.270320	3125.685600	432.479194	0.685122
0.400572	190.300000	14.272586	3125.542790	432.433803	0.685190
0.400578	190.400000	14.270932	3125.250590	432.387969	0.685102
0.400583	190.500000	14.273229	3125.109526	432.341692	0.685170
0.400589	190.600000	14.271577	3124.817479	432.294972	0.685081
0.400594	190.700000	14.273905	3124.678153	432.247809	0.685148
0.400600	190.800000	14.272255	3124.386272	432.200203	0.685057
0.400606	190.900000	14.274614	3124.248676	432.152154	0.685125
0.400611	191.000000	14.272966	3123.956974	432.103662	0.685033
0.400617	191.100000	14.275355	3123.821102	432.054727	0.685100
0.400622	191.200000	14.273711	3123.529593	432.005348	0.685006
0.400628	191.300000	14.276129	3123.395436	431.955527	0.685073
0.400633	191.400000	14.274488	3123.104133	431.905263	0.684978
0.400639	191.500000	14.276936	3122.971684	431.854556	0.685044
0.400644	191.600000	14.275299	3122.680600	431.803406	0.684948
0.400650	191.700000	14.277776	3122.549853	431.751812	0.685014
0.400656	191.800000	14.276143	3122.259000	431.699776	0.684917
0.400661	191.900000	14.278649	3122.129947	431.647296	0.684982
0.400667	192.000000	14.277020	3121.839338	431.594374	0.684884
0.400672	192.100000	14.279555	3121.711972	431.541008	0.684949
0.400678	192.200000	14.277930	3121.421621	431.487200	0.684849
0.400683	192.300000	14.280494	3121.295935	431.432948	0.684914
0.400689	192.400000	14.278874	3121.005855	431.378253	0.684813
0.400694	192.500000	14.281466	3120.881841	431.323115	0.684877
0.400700	192.600000	14.279850	3120.592044	431.267534	0.684775
0.400706	192.700000	14.282470	3120.469695	431.211510	0.684838
0.400711	192.800000	14.280860	3120.180195	431.155043	0.684735
0.400717	192.900000	14.283508	3120.059503	431.098133	0.684798
0.400722	193.000000	14.281903	3119.770313	431.040780	0.684693
0.400728	193.100000	14.284578	3119.651271	430.982983	0.684756
0.400733	193.200000	14.282980	3119.362404	430.924744	0.684650
0.400739	193.300000	14.285682	3119.245005	430.866061	0.684712
0.400744	193.400000	14.284089	3118.956475	430.806936	0.684605
0.400750	193.500000	14.286818	3118.840711	430.747367	0.684667
0.400756	193.600000	14.285232	3118.552530	430.687355	0.684558
0.400761	193.700000	14.287988	3118.438394	430.626900	0.684619
0.400767	193.800000	14.286408	3118.150576	430.566002	0.684510
0.400772	193.900000	14.289190	3118.038060	430.504660	0.684571
0.400778	194.000000	14.287618	3117.750619	430.442876	0.684460
0.400783	194.100000	14.290426	3117.639715	430.380648	0.684520
0.400789	194.200000	14.288861	3117.352666	430.317978	0.684408
0.400794	194.300000	14.291695	3117.243365	430.254864	0.684468
0.400800	194.400000	14.290137	3116.956721	430.191307	0.684355
0.400806	194.500000	14.292996	3116.849016	430.127307	0.684414
0.400811	194.600000	14.291446	3116.562792	430.062864	0.684300
0.400817	194.700000	14.294331	3116.456675	429.997978	0.684358
0.400822	194.800000	14.292789	3116.170885	429.932648	0.684243
0.400828	194.900000	14.295699	3116.066347	429.866875	0.684300
0.400833	195.000000	14.294166	3115.781006	429.800660	0.684184
0.400839	195.100000	14.297100	3115.678039	429.734001	0.684241
0.400844	195.200000	14.295576	3115.393162	429.666899	0.684124
0.400850	195.300000	14.298534	3115.291757	429.599354	0.684180
0.400856	195.400000	14.297019	3115.007360	429.531365	0.684062
0.400861	195.500000	14.300002	3114.907509	429.462934	0.684118
0.400867	195.600000	14.298496	3114.623607	429.394059	0.683998
0.400872	195.700000	14.301502	3114.525299	429.324741	0.684053
0.400878	195.800000	14.300006	3114.241909	429.254980	0.683933
0.400883	195.900000	14.303036	3114.145137	429.184776	0.683987
0.400889	196.000000	14.301550	3113.862275	429.114129	0.683865
0.400894	196.100000	14.304603	3113.767028	429.043038	0.683919
0.400900	196.200000	14.303128	3113.484711	428.971505	0.683797
0.400906	196.300000	14.306203	3113.390979	428.899528	0.683849
0.400911	196.400000	14.304739	3113.109225	428.827108	0.683726
0.400917	196.500000	14.307836	3113.016999	428.754245	0.683778
0.400922	196.600000	14.306383	3112.735826	428.680938	0.683653
0.400928	196.700000	14.309503	3112.645095	428.607189	0.683705
0.400933	196.800000	14.308062	3112.364521	428.532996	0.683579
0.400939	196.900000	14.311203	3112.275274	428.458361	0.683630
0.400944	197.000000	14.309774	3111.995318	428.383282	0.683503
0.400950	197.100000	14.312936	3111.907545	428.307759	0.683553
0.400956	197.200000	14.311519	3111.628227	428.231794	0.683425
0.400961	197.300000	14.314702	3111.541915	428.155386	0.683474
0.400967	197.400000	14.313299	3111.263257	428.078534	0.683346
0.400972	197.500000	14.316502	3111.178395	428.001239	0.683394
0.400978	197.600000	14.315112	3110.900417	427.923501	0.683265
0.400983	197.700000	14.318335	3110.816992	427.845320	0.683312
0.400989	197.800000	14.316959	3110.539717	427.766696	0.683182
0.400994	197.900000	14.320201	3110.457716	427.687629	0.683228
0.401000	198.000000	14.318839	3110.181168	427.608118	0.683097
0.401006	198.100000	14.322100	3110.100577	427.528164	0.683142
0.401011	198.200000	14.320754	3109.824779	427.447767	0.683010
0.401017	198.300000	14.324033	3109.745585	427.366927	0.683055
0.401022	198.400000	14.322702	3109.470563	427.285644	0.682922
0.401028	198.500000	14.325999	3109.392750	427.203918	0.682965
0.401033	198.600000	14.324685	3109.118531	427.121748	0.682832
0.401039	198.700000	14.327999	3109.042084	427.039136	0.682874
0.401044	198.800000	14.326701	3108.768696	426.956080	0.682740
0.401050	198.900000	14.330031	3108.693598	426.872581	0.682781
0.401056	199.000000	14.328751	3108.421072	426.788639	0.682646
0.401061	199.100000	14.332097	3108.347305	426.704254	0.682687
0.401067	199.200000	14.330835	3108.075671	426.619426	0.682550
0.401072	199.300000	14.334197	3108.003218	426.534154	0.682590
0.401078	199.400000	14.332953	3107.732511	426.448440	0.682453
0.401083	199.500000	14.336329	3107.661350	426.362282	0.682491
0.401089	199.600000	14.335105	3107.391606	426.275681	0.682354
0.401094	199.700000	14.338495	3107.321716	426.188637	0.682391
0.401100	199.800000	14.337291	3107.052974	426.101150	0.682253
0.401106	199.900000	14.340694	3106.984332	426.013220	0.682289
0.401111	200.000000	14.339511	3106.716634	425.924847	0.682150
0.401117	200.100000	14.342926	3106.649216	425.836030	0.682185
0.401122	200.200000	14.341766	3106.382607	425.746771	0.682045
0.401128	200.300000	14.345191	3106.316384	425.657069	0.682079
0.401133	200.400000	14.344054	3106.050914	425.566923	0.681939
0.401139	200.500000	14.347489	3105.985857	425.476334	0.681971
0.401144	200.600000	14.346377	3105.721581	425.385303	0.681830
0.401150	200.700000	14.349821	3105.657656	425.293828	0.681861
0.401156	200.800000	14.348734	3105.394634	425.201910	0.681720
0.401161	200.900000	14.352184	3105.331805	425.109549	0.681750
0.401167	201.000000	14.351125	3105.070105	425.016745	0.681608
0.401172	201.100000	14.354581	3105.008330	424.923498	0.681636
0.401178	201.200000	14.353551	3104.748029	424.829808	0.681494
0.401183	201.300000	14.357010	3104.687259	424.735675	0.681521
0.401189	201.400000	14.356010	3104.428444	424.641099	0.681378
0.401194	201.500000	14.359471	3104.368625	424.546080	0.681403
0.401200	201.600000	14.358504	3104.111400	424.450618	0.681261
0.401206	201.700000	14.361964	3104.052464	424.354713	0.681284
0.401211	201.800000	14.361033	3103.796950	424.258365	0.681141
0.401217	201.900000	14.364488	3103.738818	424.161574	0.681162
0.401222	202.000000	14.363595	3103.485165	424.064340	0.681019
0.401228	202.100000	14.367043	3103.427733	423.966664	0.681038
0.401233	202.200000	14.366193	3103.176131	423.868544	0.680896
0.401239	202.300000	14.369626	3103.119264	423.769981	0.680913
0.401244	202.400000	14.368824	3102.869965	423.670975	0.680770
0.401250	202.500000	14.372236	3102.813467	423.571527	0.680784
0.401256	202.600000	14.371490	3102.566838	423.471635	0.680643
0.401261	202.700000	14.374868	3102.510386	423.371301	0.680654
0.401267	202.800000	14.374191	3102.267029	423.270523	0.680513
0.401272	202.900000	14.377506	3102.209896	423.169303	0.680520
0.401278	203.000000	14.376925	3101.971181	423.067640	0.680381
0.401283	203.100000	14.379983	3101.905388	422.965534	0.680376
0.401289	203.200000	14.379699	3101.680754	422.862986	0.680247
0.401294	203.300000	14.382623	3101.608580	422.759994	0.680235
0.401300	203.400000	14.382517	3101.392423	422.656560	0.680111
0.401306	203.500000	14.385295	3101.313245	422.552683	0.680093
0.401311	203.600000	14.385379	3101.106123	422.448363	0.679974
0.401317	203.700000	14.388014	3101.020118	422.343600	0.679949
0.401322	203.800000	14.388283	3100.821784	422.238395	0.679836
0.401328	203.900000	14.390782	3100.729288	422.132746	0.679804
0.401333	204.000000	14.391227	3100.539328	422.026655	0.679696
0.401339	204.100000	14.393599	3100.440759	421.920122	0.679658
0.401344	204.200000	14.394210	3100.258676	421.813145	0.679554
0.401350	204.300000	14.396464	3100.154510	421.705726	0.679510
0.401356	204.400000	14.397231	3099.979747	421.597864	0.679411
0.401361	204.500000	14.399378	3099.870510	421.489560	0.679362
0.401367	204.600000	14.400287	3099.702464	421.380813	0.679266
0.401372	204.700000	14.402340	3099.588717	421.271623	0.679212
0.401378	204.800000	14.403377	3099.426756	421.161991	0.679120
0.401383	204.900000	14.405348	3099.309089	421.051916	0.679061
0.401389	205.000000	14.406499	3099.152563	420.941399	0.678971
0.401394	205.100000	14.408401	3099.031577	420.830439	0.678908
0.401400	205.200000	14.409654	3098.879837	420.719036	0.678821
0.401406	205.300000	14.411499	3098.756129	420.607191	0.678754
0.401411	205.400000	14.412840	3098.608548	420.494904	0.678669
0.401417	205.500000	14.414641	3098.482691	420.382174	0.678599
0.401422	205.600000	14.416058	3098.338680	420.269001	0.678515
0.401428	205.700000	14.417824	3098.211211	420.155386	0.678442
0.401433	205.800000	14.419306	3098.070232	420.041329	0.678359
0.401439	205.900000	14.421050	3097.941638	419.926829	0.678284
0.401444	206.000000	14.422586	3097.803218	419.811887	0.678201
0.401450	206.100000	14.424315	3097.673921	419.696503	0.678124
0.401456	206.200000	14.425897	3097.537656	419.580676	0.678041
0.401461	206.300000	14.427620	3097.408016	419.464407	0.677962
0.401467	206.400000	14.429242	3097.273573	419.347695	0.677879
0.401472	206.500000	14.430964	3097.143885	419.230542	0.677799
0.401478	206.600000	14.432619	3097.010994	419.112946	0.677716
0.401483	206.700000	14.434346	3096.881491	418.994907	0.677634
0.401489	206.800000	14.436029	3096.749945	418.876427	0.677551
0.401494	206.900000	14.437765	3096.620808	418.757504	0.677468
0.401500	207.000000	14.439474	3096.490446	418.638140	0.677383
0.401506	207.100000	14.441221	3096.361812	418.518333	0.677300
0.401511	207.200000	14.442954	3096.232518	418.398084	0.677215
0.401517	207.300000	14.444714	3096.104485	418.277393	0.677130
0.401522	207.400000	14.446468	3095.976175	418.156260	0.677044
0.401528	207.500000	14.448243	3095.848813	418.034685	0.676958
0.401533	207.600000	14.450018	3095.721428	417.912668	0.676871
0.401539	207.700000	14.451809	3095.594785	417.790208	0.676785
0.401544	207.800000	14.453603	3095.468285	417.667307	0.676697
0.401550	207.900000	14.455411	3095.342396	417.543964	0.676610
0.401556	208.000000	14.457224	3095.216753	417.420180	0.676521
0.401561	208.100000	14.459049	3095.091639	417.295953	0.676433
0.401567	208.200000	14.460880	3094.966835	417.171284	0.676343
0.401572	208.300000	14.462723	3094.842510	417.046174	0.676254
0.401578	208.400000	14.464573	3094.718535	416.920622	0.676164
0.401583	208.500000	14.466433	3094.595008	416.794628	0.676073
0.401589	208.600000	14.468301	3094.471854	416.668193	0.675983
0.401594	208.700000	14.470179	3094.349130	416.541316	0.675891
0.401600	208.800000	14.472066	3094.226794	416.413997	0.675799
0.401606	208.900000	14.473961	3094.104877	416.286236	0.675707
0.401611	209.000000	14.475866	3093.983355	416.158034	0.675615
0.401617	209.100000	14.477780	3093.862246	416.029391	0.675521
0.401622	209.200000	14.479703	3093.741537	415.900306	0.675428
0.401628	209.300000	14.481635	3093.621238	415.770779	0.675334
0.401633	209.400000	14.483576	3093.501342	415.640811	0.675239
0.401639	209.500000	14.485526	3093.381853	415.510402	0.675145
0.401644	209.600000	14.487485	3093.262768	415.379551	0.675049
0.401650	209.700000	14.489453	3093.144089	415.248259	0.674953
0.401656	209.800000	14.491431	3093.025816	415.116525	0.674857
0.401661	209.900000	14.493417	3092.907948	414.984351	0.674761
0.401667	210.000000	14.495413	3092.790486	414.851735	0.674663
0.401672	210.100000	14.497417	3092.673429	414.718678	0.674566
0.401678	210.200000	14.499431	3092.556778	414.585180	0.674468
0.401683	210.300000	14.501454	3092.440532	414.451240	0.674369
0.401689	210.400000	14.503486	3092.324692	414.316860	0.674270
0.401694	210.500000	14.505527	3092.209257	414.182039	0.674171
0.401700	210.600000	14.507577	3092.094228	414.046776	0.674071
0.401706	210.700000	14.509637	3091.979604	413.911073	0.673971
0.401711	210.800000	14.511705	3091.865385	413.774929	0.673870
0.401717	210.900000	14.513783	3091.751573	413.638344	0.673769
0.401722	211.000000	14.515870	3091.638165	413.501318	0.673667
0.401728	211.100000	14.517966	3091.525163	413.363851	0.673565
0.401733	211.200000	14.520072	3091.412567	413.225944	0.673463
0.401739	211.300000	14.522186	3091.300376	413.087596	0.673360
0.401744	211.400000	14.524310	3091.188590	412.948807	0.673256
0.401750	211.500000	14.526443	3091.077210	412.809578	0.673152
0.401756	211.600000	14.528585	3090.966235	412.669908	0.673048
0.401761	211.700000	14.530736	3090.855666	412.529797	0.672943
0.401767	211.800000	14.532897	3090.745502	412.389247	0.672838
0.401772	211.900000	14.535067	3090.635744	412.248255	0.672732
0.401778	212.000000	14.537246	3090.526391	412.106824	0.672626
0.401783	212.100000	14.539434	3090.417444	411.964952	0.672519
0.401789	212.200000	14.541631	3090.308902	411.822640	0.672412
0.401794	212.300000	14.543838	3090.200765	411.679888	0.672305
0.401800	212.400000	14.546054	3090.093034	411.536695	0.672197
0.401806	212.500000	14.548280	3089.985709	411.393062	0.672088
0.401811	212.600000	14.550514	3089.878788	411.248990	0.671979
0.401817	212.700000	14.552758	3089.772274	411.104477	0.671870
0.401822	212.800000	14.555011	3089.666164	410.959525	0.671760
0.401828	212.900000	14.557274	3089.560460	410.814132	0.671650
0.401833	213.000000	14.559546	3089.455162	410.668300	0.671539
0.401839	213.100000	14.561827	3089.350269	410.522028	0.671428
0.401844	213.200000	14.564117	3089.245781	410.375316	0.671316
0.401850	213.300000	14.566417	3089.141699	410.228164	0.671204
0.401856	213.400000	14.568726	3089.038022	410.080573	0.671091
0.401861	213.500000	14.571045	3088.934751	409.932542	0.670978
0.401867	213.600000	14.573373	3088.831885	409.784072	0.670865
0.401872	213.700000	14.575710	3088.729425	409.635163	0.670751
0.401878	213.800000	14.578056	3088.627370	409.485814	0.670636
0.401883	213.900000	14.580412	3088.525720	409.336025	0.670522
0.401889	214.000000	14.582778	3088.424476	409.185798	0.670406
0.401894	214.100000	14.585152	3088.323637	409.035131	0.670290
0.401900	214.200000	14.587537	3088.223204	408.884025	0.670174
0.401906	214.300000	14.589930	3088.123176	408.732480	0.670057
0.401911	214.400000	14.592333	3088.023554	408.580496	0.669940
0.401917	214.500000	14.594745	3087.924336	408.428073	0.669822
0.401922	214.600000	14.597167	3087.825525	408.275211	0.669704
0.401928	214.700000	14.599599	3087.727119	408.121910	0.669586
0.401933	214.800000	14.602039	3087.629118	407.968171	0.669466
0.401939	214.900000	14.604489	3087.531523	407.813993	0.669347
0.401944	215.000000	14.606949	3087.434333	407.659376	0.669227
0.401950	215.100000	14.609418	3087.337548	407.504321	0.669106
0.401956	215.200000	14.611897	3087.241169	407.348827	0.668985
0.401961	215.300000	14.614385	3087.145195	407.192895	0.668864
0.401967	215.400000	14.616882	3087.049627	407.036524	0.668742
0.401972	215.500000	14.619389	3086.954464	406.879715	0.668620
0.401978	215.600000	14.621906	3086.859707	406.722468	0.668497
0.401983	215.700000	14.624432	3086.765355	406.564783	0.668374
0.401989	215.800000	14.626967	3086.671408	406.406660	0.668250
0.401994	215.900000	14.629512	3086.577867	406.248099	0.668126
0.402000	216.000000	14.632067	3086.484731	406.089100	0.668001
0.402006	216.100000	14.634631	3086.392001	405.929663	0.667876
0.402011	216.200000	14.637205	3086.299676	405.769788	0.667750
0.402017	216.300000	14.639788	3086.207756	405.609476	0.667624
0.402022	216.400000	14.642381	3086.116242	405.448726	0.667497
0.402028	216.500000	14.644983	3086.025134	405.287538	0.667370
0.402033	216.600000	14.647595	3085.934430	405.125913	0.667243
0.402039	216.700000	14.650217	3085.844132	404.963851	0.667115
0.402044	216.800000	14.652848	3085.754240	404.801351	0.666986
0.402050	216.900000	14.655489	3085.664753	404.638414	0.666857
0.402056	217.000000	14.658140	3085.575671	404.475041	0.666728
0.402061	217.100000	14.660800	3085.486995	404.311230	0.666598
0.402067	217.200000	14.663469	3085.398724	404.146982	0.666467
0.402072	217.300000	14.666149	3085.310858	403.982297	0.666337
0.402078	217.400000	14.668838	3085.223398	403.817175	0.666205
0.402083	217.500000	14.671536	3085.136343	403.651617	0.666073
0.402089	217.600000	14.674245	3085.049694	403.485622	0.665941
0.402094	217.700000	14.676963	3084.963450	403.319191	0.665808
0.402100	217.800000	14.679690	3084.877611	403.152323	0.665675
0.402106	217.900000	14.682428	3084.792178	402.985019	0.665541
0.402111	218.000000	14.685175	3084.707150	402.817278	0.665407
0.402117	218.100000	14.687931	3084.622528	402.649102	0.665272
0.402122	218.200000	14.690698	3084.538310	402.480489	0.665137
0.402128	218.300000	14.693474	3084.454499	402.311440	0.665002
0.402133	218.400000	14.696260	3084.371092	402.141956	0.664865
0.402139	218.500000	14.699056	3084.288091	401.972035	0.664729
0.402144	218.600000	14.701861	3084.205495	401.801679	0.664592
0.402150	218.700000	14.704676	3084.123305	401.630887	0.664454
0.402156	218.800000	14.707501	3084.041520	401.459660	0.664316
0.402161	218.900000	14.710336	3083.960140	401.287998	0.664177
0.402167	219.000000	14.713180	3083.879165	401.115900	0.664038
0.402172	219.100000	14.716034	3083.798596	400.943366	0.663899
0.402178	219.200000	14.718899	3083.718432	400.770398	0.663759
0.402183	219.300000	14.721772	3083.638674	400.596995	0.663618
0.402189	219.400000	14.724656	3083.559321	400.423157	0.663477
0.402194	219.500000	14.727550	3083.480373	400.248884	0.663336
0.402200	219.600000	14.730453	3083.401830	400.074176	0.663194
0.402206	219.700000	14.733366	3083.323693	399.899034	0.663052
0.402211	219.800000	14.736289	3083.245960	399.723457	0.662909
0.402217	219.900000	14.739222	3083.168634	399.547446	0.662765
0.402222	220.000000	14.742165	3083.091712	399.371000	0.662621
0.402228	220.100000	14.745117	3083.015196	399.194121	0.662477
0.402233	220.200000	14.748080	3082.939084	399.016807	0.662332
0.402239	220.300000	14.751052	3082.863379	398.839059	0.662187
0.402244	220.400000	14.754035	3082.788078	398.660878	0.662041
0.402250	220.500000	14.757027	3082.713182	398.482263	0.661895
0.402256	220.600000	14.760029	3082.638692	398.303214	0.661748
0.402261	220.700000	14.763041	3082.564607	398.123731	0.661601
0.402267	220.800000	14.766063	3082.490927	397.943816	0.661453
0.402272	220.900000	14.769095	3082.417652	397.763466	0.661304
0.402278	221.000000	14.772137	3082.344783	397.582684	0.661156
0.402283	221.100000	14.775189	3082.272318	397.401469	0.661006
0.402289	221.200000	14.778251	3082.200259	397.219821	0.660857
0.402294	221.300000	14.781322	3082.128605	397.037740	0.660706
0.402300	221.400000	14.784404	3082.057356	396.855226	0.660556
0.402306	221.500000	14.787496	3081.986512	396.672280	0.660404
0.402311	221.600000	14.790598	3081.916073	396.488901	0.660253
0.402317	221.700000	14.793710	3081.846039	396.305090	0.660100
0.402322	221.800000	14.796831	3081.776411	396.120847	0.659948
0.402328	221.900000	14.799963	3081.707187	395.936172	0.659794
0.402333	222.000000	14.803105	3081.638368	395.751065	0.659641
0.402339	222.100000	14.806257	3081.569955	395.565526	0.659486
0.402344	222.200000	14.809419	3081.501946	395.379555	0.659332
0.402350	222.300000	14.812591	3081.434342	395.193153	0.659176
0.402356	222.400000	14.815773	3081.367144	395.006319	0.659021
0.402361	222.500000	14.818966	3081.300350	394.819054	0.658865
0.402367	222.600000	14.822168	3081.233961	394.631358	0.658708
0.402372	222.700000	14.825380	3081.167977	394.443231	0.658551
0.402378	222.800000	14.828603	3081.102398	394.254673	0.658393
0.402383	222.900000	14.831836	3081.037224	394.065684	0.658235
0.402389	223.000000	14.835079	3080.972455	393.876265	0.658076
0.402394	223.100000	14.838332	3080.908091	393.686415	0.657917
0.402400	223.200000	14.841595	3080.844131	393.496135	0.657757
0.402406	223.300000	14.844868	3080.780577	393.305424	0.657597
0.402411	223.400000	14.848151	3080.717427	393.114284	0.657436
0.402417	223.500000	14.851445	3080.654681	392.922714	0.657275
0.402422	223.600000	14.854749	3080.592341	392.730713	0.657113
0.402428	223.700000	14.858063	3080.530405	392.538283	0.656951
0.402433	223.800000	14.861387	3080.468874	392.345424	0.656788
0.402439	223.900000	14.864721	3080.407748	392.152135	0.656625
0.402444	224.000000	14.868066	3080.347026	391.958418	0.656461
0.402450	224.100000	14.871421	3080.286709	391.764271	0.656297
0.402456	224.200000	14.874786	3080.226797	391.569695	0.656132
0.402461	224.300000	14.878161	3080.167289	391.374690	0.655967
0.402467	224.400000	14.881547	3080.108186	391.179257	0.655801
0.402472	224.500000	14.884943	3080.049487	390.983396	0.655635
0.402478	224.600000	14.888349	3079.991193	390.787106	0.655468
0.402483	224.700000	14.891766	3079.933303	390.590388	0.655301
0.402489	224.800000	14.895192	3079.875818	390.393242	0.655133
