time [s]	crank-angle [deg]	pressure [bar]	temperature [K]	volume [cm³]	mass [mg]
0.400194	663.500000	7.772968	2447.081001	143.651082	0.158383
0.400200	663.600000	7.795346	2448.386785	143.315047	0.158383
0.400206	663.700000	7.817823	2449.695236	142.979286	0.158383
0.400211	663.800000	7.840399	2451.006357	142.643800	0.158383
0.400217	663.900000	7.863075	2452.320150	142.308591	0.158383
0.400222	664.000000	7.885852	2453.636620	141.973660	0.158383
0.400228	664.100000	7.908729	2454.955768	141.639008	0.158383
0.400233	664.200000	7.931707	2456.277597	141.304637	0.158383
0.400239	664.300000	7.954787	2457.602110	140.970549	0.158383
0.400244	664.400000	7.977969	2458.929311	140.636745	0.158383
0.400250	664.500000	8.001254	2460.259201	140.303226	0.158383
0.400256	664.600000	8.024642	2461.591783	139.969994	0.158383
0.400261	664.700000	8.048134	2462.927061	139.637050	0.158383
0.400267	664.800000	8.071730	2464.265036	139.304395	0.158383
0.400272	664.900000	8.095432	2465.605712	138.972032	0.158383
0.400278	665.000000	8.119238	2466.949090	138.639961	0.158383
0.400283	665.100000	8.143151	2468.295175	138.308184	0.158383
0.400289	665.200000	8.167170	2469.643968	137.976703	0.158383
0.400294	665.300000	8.191296	2470.995471	137.645519	0.158383
0.400300	665.400000	8.215529	2472.349688	137.314633	0.158383
0.400306	665.500000	8.239871	2473.706621	136.984046	0.158383
0.400311	665.600000	8.264321	2475.066273	136.653761	0.158383
0.400317	665.700000	8.288881	2476.428645	136.323778	0.158383
0.400322	665.800000	8.313550	2477.793741	135.994100	0.158383
0.400328	665.900000	8.338330	2479.161562	135.664727	0.158383
0.400333	666.000000	8.363220	2480.532111	135.335661	0.158383
0.400339	666.100000	8.388222	2481.905391	135.006903	0.158383
0.400344	666.200000	8.413335	2483.281403	134.678455	0.158383
0.400350	666.300000	8.438561	2484.660151	134.350318	0.158383
0.400356	666.400000	8.463901	2486.041635	134.022495	0.158383
0.400361	666.500000	8.489354	2487.425860	133.694985	0.158383
0.400367	666.600000	8.514921	2488.812826	133.367790	0.158383
0.400372	666.700000	8.540603	2490.202535	133.040913	0.158383
0.400378	666.800000	8.566400	2491.594991	132.714354	0.158383
0.400383	666.900000	8.592313	2492.990195	132.388115	0.158383
0.400389	667.000000	8.618343	2494.388150	132.062197	0.158383
0.400394	667.100000	8.644490	2495.788856	131.736602	0.158383
0.400400	667.200000	8.670755	2497.192317	131.411332	0.158383
0.400406	667.300000	8.697138	2498.598534	131.086386	0.158383
0.400411	667.400000	8.723640	2500.007509	130.761768	0.158383
0.400417	667.500000	8.750262	2501.419244	130.437478	0.158383
0.400422	667.600000	8.777004	2502.833741	130.113518	0.158383
0.400428	667.700000	8.803866	2504.251002	129.789889	0.158383
0.400433	667.800000	8.830850	2505.671028	129.466593	0.158383
0.400439	667.900000	8.857955	2507.093822	129.143631	0.158383
0.400444	668.000000	8.885184	2508.519385	128.821005	0.158383
0.400450	668.100000	8.912535	2509.947718	128.498716	0.158383
0.400456	668.200000	8.940011	2511.378824	128.176765	0.158383
0.400461	668.300000	8.967610	2512.812704	127.855153	0.158383
0.400467	668.400000	8.995335	2514.249359	127.533884	0.158383
0.400472	668.500000	9.023185	2515.688792	127.212956	0.158383
0.400478	668.600000	9.051162	2517.131003	126.892373	0.158383
0.400483	668.700000	9.079266	2518.575994	126.572135	0.158383
0.400489	668.800000	9.107497	2520.023767	126.252245	0.158383
0.400494	668.900000	9.135857	2521.474322	125.932702	0.158383
0.400500	669.000000	9.164345	2522.927661	125.613510	0.158383
0.400506	669.100000	9.192963	2524.383786	125.294668	0.158383
0.400511	669.200000	9.221711	2525.842697	124.976179	0.158383
0.400517	669.300000	9.250590	2527.304397	124.658044	0.158383
0.400522	669.400000	9.279601	2528.768885	124.340265	0.158383
0.400528	669.500000	9.308743	2530.236163	124.022842	0.158383
0.400533	669.600000	9.338019	2531.706232	123.705778	0.158383
0.400539	669.700000	9.367427	2533.179093	123.389073	0.158383
0.400544	669.800000	9.396970	2534.654748	123.072729	0.158383
0.400550	669.900000	9.426648	2536.133196	122.756748	0.158383
0.400556	670.000000	9.456461	2537.614439	122.441131	0.158383
0.400561	670.100000	9.486411	2539.098478	122.125878	0.158383
0.400567	670.200000	9.516497	2540.585313	121.810993	0.158383
0.400572	670.300000	9.546721	2542.074945	121.496476	0.158383
0.400578	670.400000	9.577083	2543.567375	121.182328	0.158383
0.400583	670.500000	9.607584	2545.062604	120.868551	0.158383
0.400589	670.600000	9.638224	2546.560631	120.555146	0.158383
0.400594	670.700000	9.669005	2548.061457	120.242115	0.158383
0.400600	670.800000	9.699927	2549.565084	119.929459	0.158383
0.400606	670.900000	9.730990	2551.071510	119.617179	0.158383
0.400611	671.000000	9.762196	2552.580738	119.305277	0.158383
0.400617	671.100000	9.793545	2554.092766	118.993755	0.158383
0.400622	671.200000	9.825038	2555.607595	118.682613	0.158383
0.400628	671.300000	9.856676	2557.125225	118.371854	0.158383
0.400633	671.400000	9.888458	2558.645656	118.061477	0.158383
0.400639	671.500000	9.920387	2560.168889	117.751486	0.158383
0.400644	671.600000	9.952462	2561.694924	117.441881	0.158383
0.400650	671.700000	9.984685	2563.223759	117.132663	0.158383
0.400656	671.800000	10.017056	2564.755396	116.823835	0.158383
0.400661	671.900000	10.049576	2566.289833	116.515396	0.158383
0.400667	672.000000	10.082245	2567.827071	116.207350	0.158383
0.400672	672.100000	10.115065	2569.367110	115.899697	0.158383
0.400678	672.200000	10.148036	2570.909948	115.592438	0.158383
0.400683	672.300000	10.181158	2572.455586	115.285575	0.158383
0.400689	672.400000	10.214434	2574.004023	114.979110	0.158383
0.400694	672.500000	10.247862	2575.555258	114.673043	0.158383
0.400700	672.600000	10.281445	2577.109290	114.367376	0.158383
0.400706	672.700000	10.315183	2578.666120	114.062111	0.158383
0.400711	672.800000	10.349076	2580.225746	113.757249	0.158383
0.400717	672.900000	10.383126	2581.788167	113.452790	0.158383
0.400722	673.000000	10.417333	2583.353382	113.148738	0.158383
0.400728	673.100000	10.451698	2584.921391	112.845092	0.158383
0.400733	673.200000	10.486221	2586.492192	112.541854	0.158383
0.400739	673.300000	10.520905	2588.065784	112.239027	0.158383
0.400744	673.400000	10.555748	2589.642165	111.936610	0.158383
0.400750	673.500000	10.590752	2591.221335	111.634605	0.158383
0.400756	673.600000	10.625918	2592.803293	111.333015	0.158383
0.400761	673.700000	10.661247	2594.388036	111.031839	0.158383
0.400767	673.800000	10.696740	2595.975563	110.731080	0.158383
0.400772	673.900000	10.732396	2597.565872	110.430739	0.158383
0.400778	674.000000	10.768217	2599.158962	110.130817	0.158383
0.400783	674.100000	10.804205	2600.754831	109.831316	0.158383
0.400789	674.200000	10.840359	2602.353477	109.532237	0.158383
0.400794	674.300000	10.876680	2603.954898	109.233581	0.158383
0.400800	674.400000	10.913169	2605.559093	108.935349	0.158383
0.400806	674.500000	10.949828	2607.166058	108.637544	0.158383
0.400811	674.600000	10.986656	2608.775792	108.340166	0.158383
0.400817	674.700000	11.023656	2610.388292	108.043216	0.158383
0.400822	674.800000	11.060826	2612.003556	107.746697	0.158383
0.400828	674.900000	11.098169	2613.621582	107.450609	0.158383
0.400833	675.000000	11.135685	2615.242367	107.154954	0.158383
0.400839	675.100000	11.173375	2616.865908	106.859733	0.158383
0.400844	675.200000	11.211240	2618.492203	106.564947	0.158383
0.400850	675.300000	11.249281	2620.121248	106.270598	0.158383
0.400856	675.400000	11.287498	2621.753041	105.976687	0.158383
0.400861	675.500000	11.325892	2623.387579	105.683216	0.158383
0.400867	675.600000	11.364464	2625.024858	105.390185	0.158383
0.400872	675.700000	11.403216	2626.664875	105.097597	0.158383
0.400878	675.800000	11.442147	2628.307628	104.805452	0.158383
0.400883	675.900000	11.481259	2629.953112	104.513752	0.158383
0.400889	676.000000	11.520553	2631.601324	104.222497	0.158383
0.400894	676.100000	11.560029	2633.252260	103.931691	0.158383
0.400900	676.200000	11.599688	2634.905917	103.641333	0.158383
0.400906	676.300000	11.639532	2636.562290	103.351425	0.158383
0.400911	676.400000	11.679560	2638.221376	103.061969	0.158383
0.400917	676.500000	11.719775	2639.883171	102.772965	0.158383
0.400922	676.600000	11.760176	2641.547670	102.484416	0.158383
0.400928	676.700000	11.800764	2643.214870	102.196321	0.158383
0.400933	676.800000	11.841542	2644.884765	101.908684	0.158383
0.400939	676.900000	11.882508	2646.557352	101.621504	0.158383
0.400944	677.000000	11.923665	2648.232625	101.334784	0.158383
0.400950	677.100000	11.965013	2649.910580	101.048525	0.158383
0.400956	677.200000	12.006553	2651.591212	100.762727	0.158383
0.400961	677.300000	12.048286	2653.274516	100.477393	0.158383
0.400967	677.400000	12.090213	2654.960487	100.192523	0.158383
0.400972	677.500000	12.132334	2656.649120	99.908120	0.158383
0.400978	677.600000	12.174651	2658.340409	99.624183	0.158383
0.400983	677.700000	12.217164	2660.034349	99.340715	0.158383
0.400989	677.800000	12.259875	2661.730934	99.057717	0.158383
0.400994	677.900000	12.302784	2663.430159	98.775190	0.158383
0.401000	678.000000	12.345892	2665.132018	98.493135	0.158383
0.401006	678.100000	12.389200	2666.836504	98.211554	0.158383
0.401011	678.200000	12.432710	2668.543612	97.930447	0.158383
0.401017	678.300000	12.476421	2670.253335	97.649818	0.158383
0.401022	678.400000	12.520335	2671.965667	97.369665	0.158383
0.401028	678.500000	12.564452	2673.680602	97.089992	0.158383
0.401033	678.600000	12.608774	2675.398132	96.810798	0.158383
0.401039	678.700000	12.653302	2677.118251	96.532087	0.158383
0.401044	678.800000	12.698036	2678.840953	96.253857	0.158383
0.401050	678.900000	12.742978	2680.566230	95.976112	0.158383
0.401056	679.000000	12.788128	2682.294074	95.698852	0.158383
0.401061	679.100000	12.833486	2684.024479	95.422079	0.158383
0.401067	679.200000	12.879056	2685.757437	95.145793	0.158383
0.401072	679.300000	12.924836	2687.492940	94.869997	0.158383
0.401078	679.400000	12.970828	2689.230981	94.594691	0.158383
0.401083	679.500000	13.017033	2690.971551	94.319876	0.158383
0.401089	679.600000	13.063452	2692.714643	94.045555	0.158383
0.401094	679.700000	13.110085	2694.460248	93.771727	0.158383
0.401100	679.800000	13.156934	2696.208358	93.498395	0.158383
0.401106	679.900000	13.204000	2697.958964	93.225560	0.158383
0.401111	680.000000	13.251283	2699.712058	92.953223	0.158383
0.401117	680.100000	13.298785	2701.467630	92.681385	0.158383
0.401122	680.200000	13.346506	2703.225672	92.410048	0.158383
0.401128	680.300000	13.394448	2704.986174	92.139212	0.158383
0.401133	680.400000	13.442611	2706.749127	91.868879	0.158383
0.401139	680.500000	13.490995	2708.514522	91.599050	0.158383
0.401144	680.600000	13.539604	2710.282349	91.329727	0.158383
0.401150	680.700000	13.588436	2712.052597	91.060911	0.158383
0.401156	680.800000	13.637493	2713.825257	90.792603	0.158383
0.401161	680.900000	13.686776	2715.600319	90.524804	0.158383
0.401167	681.000000	13.736286	2717.377772	90.257515	0.158383
0.401172	681.100000	13.786024	2719.157605	89.990738	0.158383
0.401178	681.200000	13.835990	2720.939808	89.724474	0.158383
0.401183	681.300000	13.886186	2722.724370	89.458724	0.158383
0.401189	681.400000	13.936613	2724.511280	89.193490	0.158383
0.401194	681.500000	13.987271	2726.300527	88.928772	0.158383
0.401200	681.600000	14.038162	2728.092098	88.664573	0.158383
0.401206	681.700000	14.089286	2729.885982	88.400892	0.158383
0.401211	681.800000	14.140645	2731.682168	88.137732	0.158383
0.401217	681.900000	14.192239	2733.480643	87.875093	0.158383
0.401222	682.000000	14.244069	2735.281395	87.612977	0.158383
0.401228	682.100000	14.296136	2737.084412	87.351385	0.158383
0.401233	682.200000	14.348441	2738.889681	87.090318	0.158383
0.401239	682.300000	14.400986	2740.697188	86.829778	0.158383
0.401244	682.400000	14.453770	2742.506921	86.569765	0.158383
0.401250	682.500000	14.506795	2744.318868	86.310281	0.158383
0.401256	682.600000	14.560062	2746.133013	86.051327	0.158383
0.401261	682.700000	14.613571	2747.949344	85.792905	0.158383
0.401267	682.800000	14.667325	2749.767846	85.535014	0.158383
0.401272	682.900000	14.721323	2751.588506	85.277658	0.158383
0.401278	683.000000	14.775566	2753.411309	85.020837	0.158383
0.401283	683.100000	14.830056	2755.236240	84.764551	0.158383
0.401289	683.200000	14.884793	2757.063285	84.508803	0.158383
0.401294	683.300000	14.939778	2758.892430	84.253593	0.158383
0.401300	683.400000	14.995012	2760.723657	83.998923	0.158383
0.401306	683.500000	15.050497	2762.556953	83.744794	0.158383
0.401311	683.600000	15.106232	2764.392302	83.491207	0.158383
0.401317	683.700000	15.162219	2766.229687	83.238163	0.158383
0.401322	683.800000	15.218459	2768.069092	82.985663	0.158383
0.401328	683.900000	15.274953	2769.910502	82.733709	0.158383
0.401333	684.000000	15.331701	2771.753899	82.482302	0.158383
0.401339	684.100000	15.388704	2773.599267	82.231442	0.158383
0.401344	684.200000	15.445964	2775.446588	81.981132	0.158383
0.401350	684.300000	15.503481	2777.295846	81.731372	0.158383
0.401356	684.400000	15.561256	2779.147022	81.482164	0.158383
0.401361	684.500000	15.619290	2781.000099	81.233508	0.158383
0.401367	684.600000	15.677584	2782.855059	80.985406	0.158383
0.401372	684.700000	15.736139	2784.711883	80.737859	0.158383
0.401378	684.800000	15.794955	2786.570553	80.490867	0.158383
0.401383	684.900000	15.854034	2788.431050	80.244434	0.158383
0.401389	685.000000	15.913376	2790.293355	79.998558	0.158383
0.401394	685.100000	15.972981	2792.157449	79.753242	0.158383
0.401400	685.200000	16.032852	2794.023311	79.508487	0.158383
0.401406	685.300000	16.092989	2795.890923	79.264294	0.158383
0.401411	685.400000	16.153392	2797.760263	79.020663	0.158383
0.401417	685.500000	16.214063	2799.631312	78.777597	0.158383
0.401422	685.600000	16.275002	2801.504049	78.535096	0.158383
0.401428	685.700000	16.336210	2803.378452	78.293162	0.158383
0.401433	685.800000	16.397688	2805.254501	78.051795	0.158383
0.401439	685.900000	16.459437	2807.132173	77.810997	0.158383
0.401444	686.000000	16.521457	2809.011448	77.570769	0.158383
0.401450	686.100000	16.583749	2810.892303	77.331111	0.158383
0.401456	686.200000	16.646315	2812.774715	77.092026	0.158383
0.401461	686.300000	16.709154	2814.658662	76.853514	0.158383
0.401467	686.400000	16.772268	2816.544120	76.615576	0.158383
0.401472	686.500000	16.835657	2818.431067	76.378214	0.158383
0.401478	686.600000	16.899322	2820.319479	76.141428	0.158383
0.401483	686.700000	16.963264	2822.209332	75.905220	0.158383
0.401489	686.800000	17.027484	2824.100602	75.669590	0.158383
0.401494	686.900000	17.091982	2825.993264	75.434541	0.158383
0.401500	687.000000	17.156759	2827.887293	75.200073	0.158383
0.401506	687.100000	17.221816	2829.782665	74.966186	0.158383
0.401511	687.200000	17.287153	2831.679354	74.732883	0.158383
0.401517	687.300000	17.352771	2833.577333	74.500164	0.158383
0.401522	687.400000	17.418671	2835.476577	74.268031	0.158383
0.401528	687.500000	17.484854	2837.377060	74.036484	0.158383
0.401533	687.600000	17.551319	2839.278755	73.805525	0.158383
0.401539	687.700000	17.618068	2841.181634	73.575154	0.158383
0.401544	687.800000	17.685102	2843.085671	73.345373	0.158383
0.401550	687.900000	17.752421	2844.990837	73.116183	0.158383
0.401556	688.000000	17.820025	2846.897105	72.887585	0.158383
0.401561	688.100000	17.887915	2848.804445	72.659580	0.158383
0.401567	688.200000	17.956093	2850.712830	72.432169	0.158383
0.401572	688.300000	18.024557	2852.622230	72.205354	0.158383
0.401578	688.400000	18.093310	2854.532615	71.979134	0.158383
0.401583	688.500000	18.162351	2856.443956	71.753512	0.158383
0.401589	688.600000	18.231681	2858.356223	71.528488	0.158383
0.401594	688.700000	18.301301	2860.269385	71.304064	0.158383
0.401600	688.800000	18.371211	2862.183412	71.080240	0.158383
0.401606	688.900000	18.441411	2864.098271	70.857017	0.158383
0.401611	689.000000	18.511902	2866.013931	70.634397	0.158383
0.401617	689.100000	18.582685	2867.930361	70.412381	0.158383
0.401622	689.200000	18.653760	2869.847528	70.190970	0.158383
0.401628	689.300000	18.725127	2871.765400	69.970164	0.158383
0.401633	689.400000	18.796787	2873.683942	69.749965	0.158383
0.401639	689.500000	18.868741	2875.603122	69.530374	0.158383
0.401644	689.600000	18.940988	2877.522906	69.311392	0.158383
0.401650	689.700000	19.013528	2879.443259	69.093020	0.158383
0.401656	689.800000	19.086364	2881.364148	68.875259	0.158383
0.401661	689.900000	19.159494	2883.285536	68.658110	0.158383
0.401667	690.000000	19.232918	2885.207389	68.441573	0.158383
0.401672	690.100000	19.306639	2887.129670	68.225651	0.158383
0.401678	690.200000	19.380654	2889.052344	68.010344	0.158383
0.401683	690.300000	19.454966	2890.975373	67.795653	0.158383
0.401689	690.400000	19.529574	2892.898721	67.581579	0.158383
0.401694	690.500000	19.604478	2894.822351	67.368123	0.158383
0.401700	690.600000	19.679678	2896.746224	67.155287	0.158383
0.401706	690.700000	19.755175	2898.670302	66.943070	0.158383
0.401711	690.800000	19.830970	2900.594546	66.731475	0.158383
0.401717	690.900000	19.907061	2902.518918	66.520501	0.158383
0.401722	691.000000	19.983449	2904.443378	66.310151	0.158383
0.401728	691.100000	20.060134	2906.367886	66.100425	0.158383
0.401733	691.200000	20.137117	2908.292401	65.891325	0.158383
0.401739	691.300000	20.214397	2910.216883	65.682850	0.158383
0.401744	691.400000	20.291975	2912.141290	65.475003	0.158383
0.401750	691.500000	20.369850	2914.065581	65.267783	0.158383
0.401756	691.600000	20.448022	2915.989714	65.061193	0.158383
0.401761	691.700000	20.526491	2917.913646	64.855233	0.158383
0.401767	691.800000	20.605258	2919.837334	64.649904	0.158383
0.401772	691.900000	20.684322	2921.760735	64.445207	0.158383
0.401778	692.000000	20.763683	2923.683805	64.241143	0.158383
0.401783	692.100000	20.843341	2925.606499	64.037712	0.158383
0.401789	692.200000	20.923296	2927.528772	63.834917	0.158383
0.401794	692.300000	21.003548	2929.450580	63.632758	0.158383
0.401800	692.400000	21.084095	2931.371877	63.431236	0.158383
0.401806	692.500000	21.164939	2933.292616	63.230351	0.158383
0.401811	692.600000	21.246078	2935.212751	63.030106	0.158383
0.401817	692.700000	21.327513	2937.132234	62.830500	0.158383
0.401822	692.800000	21.409244	2939.051019	62.631535	0.158383
0.401828	692.900000	21.491268	2940.969056	62.433211	0.158383
0.401833	693.000000	21.573588	2942.886298	62.235530	0.158383
0.401839	693.100000	21.656201	2944.802695	62.038493	0.158383
0.401844	693.200000	21.739108	2946.718198	61.842100	0.158383
0.401850	693.300000	21.822307	2948.632758	61.646352	0.158383
0.401856	693.400000	21.905799	2950.546322	61.451251	0.158383
0.401861	693.500000	21.989583	2952.458841	61.256797	0.158383
0.401867	693.600000	22.073659	2954.370263	61.062991	0.158383
0.401872	693.700000	22.158025	2956.280536	60.869835	0.158383
0.401878	693.800000	22.242681	2958.189608	60.677328	0.158383
0.401883	693.900000	22.327626	2960.097426	60.485472	0.158383
0.401889	694.000000	22.412860	2962.003935	60.294269	0.158383
0.401894	694.100000	22.498381	2963.909083	60.103718	0.158383
0.401900	694.200000	22.584190	2965.812815	59.913820	0.158383
0.401906	694.300000	22.670285	2967.715076	59.724578	0.158383
0.401911	694.400000	22.756665	2969.615810	59.535991	0.158383
0.401917	694.500000	22.843330	2971.514961	59.348060	0.158383
0.401922	694.600000	22.930278	2973.412474	59.160787	0.158383
0.401928	694.700000	23.017508	2975.308290	58.974171	0.158383
0.401933	694.800000	23.105020	2977.202353	58.788215	0.158383
0.401939	694.900000	23.192812	2979.094604	58.602919	0.158383
0.401944	695.000000	23.280883	2980.984985	58.418284	0.158383
0.401950	695.100000	23.369233	2982.873436	58.234311	0.158383
0.401956	695.200000	23.457859	2984.759899	58.051000	0.158383
0.401961	695.300000	23.546760	2986.644313	57.868352	0.158383
0.401967	695.400000	23.635936	2988.526616	57.686369	0.158383
0.401972	695.500000	23.725386	2990.406749	57.505052	0.158383
0.401978	695.600000	23.815106	2992.284650	57.324400	0.158383
0.401983	695.700000	23.905097	2994.160255	57.144416	0.158383
0.401989	695.800000	23.995357	2996.033502	56.965099	0.158383
0.401994	695.900000	24.085883	2997.904329	56.786451	0.158383
0.402000	696.000000	24.176676	2999.772671	56.608472	0.158383
0.402006	696.100000	24.267732	3001.638463	56.431164	0.158383
0.402011	696.200000	24.359051	3003.501640	56.254527	0.158383
0.402017	696.300000	24.450631	3005.362138	56.078563	0.158383
0.402022	696.400000	24.542469	3007.219891	55.903271	0.158383
0.402028	696.500000	24.634565	3009.074830	55.728653	0.158383
0.402033	696.600000	24.726916	3010.926890	55.554710	0.158383
0.402039	696.700000	24.819521	3012.776003	55.381442	0.158383
0.402044	696.800000	24.912377	3014.622101	55.208850	0.158383
0.402050	696.900000	25.005482	3016.465114	55.036935	0.158383
0.402056	697.000000	25.098835	3018.304973	54.865699	0.158383
0.402061	697.100000	25.192433	3020.141610	54.695141	0.158383
0.402067	697.200000	25.286275	3021.974952	54.525263	0.158383
0.402072	697.300000	25.380357	3023.804929	54.356065	0.158383
0.402078	697.400000	25.474678	3025.631471	54.187548	0.158383
0.402083	697.500000	25.569235	3027.454504	54.019714	0.158383
0.402089	697.600000	25.664027	3029.273955	53.852562	0.158383
0.402094	697.700000	25.759049	3031.089753	53.686094	0.158383
0.402100	697.800000	25.854301	3032.901823	53.520310	0.158383
0.402106	697.900000	25.949780	3034.710091	53.355211	0.158383
0.402111	698.000000	26.045482	3036.514481	53.190799	0.158383
0.402117	698.100000	26.141406	3038.314920	53.027073	0.158383
0.402122	698.200000	26.237548	3040.111330	52.864035	0.158383
0.402128	698.300000	26.333905	3041.903635	52.701685	0.158383
0.402133	698.400000	26.430476	3043.691759	52.540024	0.158383
0.402139	698.500000	26.527257	3045.475623	52.379053	0.158383
0.402144	698.600000	26.624244	3047.255150	52.218773	0.158383
0.402150	698.700000	26.721436	3049.030261	52.059184	0.158383
0.402156	698.800000	26.818828	3050.800876	51.900288	0.158383
0.402161	698.900000	26.916418	3052.566916	51.742084	0.158383
0.402167	699.000000	27.014203	3054.328302	51.584575	0.158383
0.402172	699.100000	27.112179	3056.084950	51.427759	0.158383
0.402178	699.200000	27.210342	3057.836782	51.271639	0.158383
0.402183	699.300000	27.308690	3059.583713	51.116216	0.158383
0.402189	699.400000	27.407220	3061.325663	50.961488	0.158383
0.402194	699.500000	27.505926	3063.062548	50.807459	0.158383
0.402200	699.600000	27.604807	3064.794284	50.654127	0.158383
0.402206	699.700000	27.703857	3066.520788	50.501495	0.158383
0.402211	699.800000	27.803074	3068.241974	50.349562	0.158383
0.402217	699.900000	27.902454	3069.957759	50.198330	0.158383
0.402222	700.000000	28.001992	3071.668055	50.047798	0.158383
0.402228	700.100000	28.101685	3073.372777	49.897969	0.158383
0.402233	700.200000	28.201528	3075.071838	49.748843	0.158383
0.402239	700.300000	28.301519	3076.765152	49.600419	0.158383
0.402244	700.400000	28.401651	3078.452629	49.452700	0.158383
0.402250	700.500000	28.501922	3080.134183	49.305685	0.158383
0.402256	700.600000	28.602327	3081.809724	49.159376	0.158383
0.402261	700.700000	28.702862	3083.479162	49.013773	0.158383
0.402267	700.800000	28.803521	3085.142409	48.868877	0.158383
0.402272	700.900000	28.904301	3086.799374	48.724689	0.158383
0.402278	701.000000	29.005197	3088.449966	48.581209	0.158383
0.402283	701.100000	29.106205	3090.094095	48.438438	0.158383
0.402289	701.200000	29.207319	3091.731667	48.296376	0.158383
0.402294	701.300000	29.308535	3093.362592	48.155025	0.158383
0.402300	701.400000	29.409847	3094.986775	48.014384	0.158383
0.402306	701.500000	29.511252	3096.604125	47.874456	0.158383
0.402311	701.600000	29.612744	3098.214548	47.735240	0.158383
0.402317	701.700000	29.714317	3099.817949	47.596736	0.158383
0.402322	701.800000	29.815967	3101.414234	47.458947	0.158383
0.402328	701.900000	29.917688	3103.003308	47.321872	0.158383
0.402333	702.000000	30.019475	3104.585075	47.185512	0.158383
0.402339	702.100000	30.121323	3106.159440	47.049867	0.158383
0.402344	702.200000	30.223225	3107.726306	46.914939	0.158383
0.402350	702.300000	30.325178	3109.285576	46.780728	0.158383
0.402356	702.400000	30.427174	3110.837154	46.647234	0.158383
0.402361	702.500000	30.529208	3112.380941	46.514459	0.158383
0.402367	702.600000	30.631275	3113.916840	46.382403	0.158383
0.402372	702.700000	30.733368	3115.444752	46.251066	0.158383
0.402378	702.800000	30.835481	3116.964579	46.120449	0.158383
0.402383	702.900000	30.937609	3118.476220	45.990554	0.158383
0.402389	703.000000	31.039746	3119.979578	45.861379	0.158383
0.402394	703.100000	31.141884	3121.474550	45.732927	0.158383
0.402400	703.200000	31.244019	3122.961038	45.605197	0.158383
0.402406	703.300000	31.346143	3124.438941	45.478191	0.158383
0.402411	703.400000	31.448251	3125.908157	45.351909	0.158383
0.402417	703.500000	31.550335	3127.368585	45.226351	0.158383
0.402422	703.600000	31.652389	3128.820123	45.101518	0.158383
0.402428	703.700000	31.754407	3130.262670	44.977411	0.158383
0.402433	703.800000	31.856382	3131.696122	44.854030	0.158383
0.402439	703.900000	31.958306	3133.120378	44.731377	0.158383
0.402444	704.000000	32.060174	3134.535334	44.609450	0.158383
0.402450	704.100000	32.161978	3135.940886	44.488252	0.158383
0.402456	704.200000	32.263711	3137.336932	44.367783	0.158383
0.402461	704.300000	32.365366	3138.723367	44.248043	0.158383
0.402467	704.400000	32.466936	3140.100088	44.129032	0.158383
0.402472	704.500000	32.568413	3141.466989	44.010752	0.158383
0.402478	704.600000	32.669791	3142.823966	43.893203	0.158383
0.402483	704.700000	32.771062	3144.170915	43.776386	0.158383
0.402489	704.800000	32.872218	3145.507731	43.660301	0.158383
