time [s]	pressure [bar]	temperature [K]	mass [kg]
0.406711	20.972971	3057.378899	0.001345
0.406717	20.985234	3057.805360	0.001345
0.406722	20.997501	3058.231624	0.001346
0.406728	21.009772	3058.657687	0.001347
0.406733	21.022049	3059.083547	0.001347
0.406739	21.034330	3059.509202	0.001348
0.406744	21.046615	3059.934650	0.001348
0.406750	21.058905	3060.359888	0.001349
0.406756	21.071199	3060.784915	0.001350
0.406761	21.083497	3061.209727	0.001350
0.406767	21.095800	3061.634323	0.001351
0.406772	21.108107	3062.058700	0.001351
0.406778	21.120418	3062.482856	0.001352
0.406783	21.132732	3062.906788	0.001353
0.406789	21.145051	3063.330494	0.001353
0.406794	21.157374	3063.753973	0.001354
0.406800	21.169701	3064.177221	0.001354
0.406806	21.182031	3064.600236	0.001355
0.406811	21.194365	3065.023016	0.001356
0.406817	21.206703	3065.445559	0.001356
0.406822	21.219044	3065.867861	0.001357
0.406828	21.231389	3066.289922	0.001357
0.406833	21.243737	3066.711738	0.001358
0.406839	21.256089	3067.133307	0.001359
0.406844	21.268444	3067.554628	0.001359
0.406850	21.280802	3067.975696	0.001360
0.406856	21.293163	3068.396511	0.001360
0.406861	21.305528	3068.817069	0.001361
0.406867	21.317896	3069.237369	0.001362
0.406872	21.330266	3069.657408	0.001362
0.406878	21.342639	3070.077183	0.001363
0.406883	21.355016	3070.496693	0.001363
0.406889	21.367395	3070.915935	0.001364
0.406894	21.379776	3071.334906	0.001365
0.406900	21.392161	3071.753604	0.001365
0.406906	21.404548	3072.172027	0.001366
0.406911	21.416937	3072.590173	0.001367
0.406917	21.429329	3073.008038	0.001367
0.406922	21.441723	3073.425621	0.001368
0.406928	21.454119	3073.842920	0.001368
0.406933	21.466518	3074.259931	0.001369
0.406939	21.478919	3074.676653	0.001370
0.406944	21.491322	3075.093082	0.001370
0.406950	21.503726	3075.509218	0.001371
0.406956	21.516133	3075.925057	0.001371
0.406961	21.528542	3076.340596	0.001372
0.406967	21.540952	3076.755834	0.001373
0.406972	21.553364	3077.170768	0.001373
0.406978	21.565778	3077.585396	0.001374
0.406983	21.578193	3077.999715	0.001374
0.406989	21.590610	3078.413723	0.001375
0.406994	21.603028	3078.827417	0.001376
0.407000	21.615447	3079.240795	0.001376
0.407006	21.627868	3079.653855	0.001377
0.407011	21.640290	3080.066594	0.001377
0.407017	21.652713	3080.479010	0.001378
0.407022	21.665137	3080.891100	0.001379
0.407028	21.677562	3081.302862	0.001379
0.407033	21.689988	3081.714293	0.001380
0.407039	21.702415	3082.125392	0.001380
0.407044	21.714842	3082.536155	0.001381
0.407050	21.727271	3082.946580	0.001382
0.407056	21.739699	3083.356665	0.001382
0.407061	21.752129	3083.766408	0.001383
0.407067	21.764558	3084.175805	0.001383
0.407072	21.776988	3084.584855	0.001384
0.407078	21.789418	3084.993554	0.001385
0.407083	21.801849	3085.401902	0.001385
0.407089	21.814279	3085.809894	0.001386
0.407094	21.826710	3086.217529	0.001387
0.407100	21.839141	3086.624804	0.001387
0.407106	21.851571	3087.031717	0.001388
0.407111	21.864001	3087.438266	0.001388
0.407117	21.876431	3087.844447	0.001389
0.407122	21.888861	3088.250259	0.001390
0.407128	21.901290	3088.655699	0.001390
0.407133	21.913719	3089.060764	0.001391
0.407139	21.926147	3089.465452	0.001391
0.407144	21.938574	3089.869761	0.001392
0.407150	21.951001	3090.273688	0.001393
0.407156	21.963427	3090.677231	0.001393
0.407161	21.975852	3091.080387	0.001394
0.407167	21.988276	3091.483154	0.001394
0.407172	22.000698	3091.885529	0.001395
0.407178	22.013120	3092.287510	0.001396
0.407183	22.025540	3092.689094	0.001396
0.407189	22.037960	3093.090279	0.001397
0.407194	22.050377	3093.491063	0.001397
0.407200	22.062793	3093.891443	0.001398
0.407206	22.075208	3094.291416	0.001399
0.407211	22.087621	3094.690980	0.001399
0.407217	22.100032	3095.090133	0.001400
0.407222	22.112441	3095.488872	0.001400
0.407228	22.124849	3095.887194	0.001401
0.407233	22.137254	3096.285098	0.001402
0.407239	22.149658	3096.682581	0.001402
0.407244	22.162059	3097.079639	0.001403
0.407250	22.174458	3097.476272	0.001403
0.407256	22.186854	3097.872475	0.001404
0.407261	22.199249	3098.268248	0.001405
0.407267	22.211640	3098.663587	0.001405
0.407272	22.224029	3099.058489	0.001406
0.407278	22.236416	3099.452953	0.001407
0.407283	22.248799	3099.846976	0.001407
0.407289	22.261180	3100.240555	0.001408
0.407294	22.273558	3100.633689	0.001408
0.407300	22.285933	3101.026373	0.001409
0.407306	22.298305	3101.418607	0.001410
0.407311	22.310673	3101.810387	0.001410
0.407317	22.323038	3102.201711	0.001411
0.407322	22.335400	3102.592577	0.001411
0.407328	22.347758	3102.982982	0.001412
0.407333	22.360113	3103.372923	0.001413
0.407339	22.372464	3103.762398	0.001413
0.407344	22.384812	3104.151405	0.001414
0.407350	22.397156	3104.539941	0.001414
0.407356	22.409495	3104.928004	0.001415
0.407361	22.421831	3105.315591	0.001416
0.407367	22.434163	3105.702700	0.001416
0.407372	22.446490	3106.089328	0.001417
0.407378	22.458813	3106.475472	0.001417
0.407383	22.471132	3106.861131	0.001418
0.407389	22.483446	3107.246302	0.001419
0.407394	22.495756	3107.630982	0.001419
0.407400	22.508061	3108.015169	0.001420
0.407406	22.520362	3108.398860	0.001420
0.407411	22.532657	3108.782053	0.001421
0.407417	22.544948	3109.164745	0.001422
0.407422	22.557234	3109.546935	0.001422
0.407428	22.569514	3109.928618	0.001423
0.407433	22.581790	3110.309794	0.001423
0.407439	22.594060	3110.690459	0.001424
0.407444	22.606325	3111.070611	0.001425
0.407450	22.618584	3111.450248	0.001425
0.407456	22.630838	3111.829367	0.001426
0.407461	22.643086	3112.207965	0.001426
0.407467	22.655329	3112.586041	0.001427
0.407472	22.667565	3112.963591	0.001428
0.407478	22.679796	3113.340613	0.001428
0.407483	22.692020	3113.717105	0.001429
0.407489	22.704239	3114.093065	0.001429
0.407494	22.716451	3114.468489	0.001430
0.407500	22.728657	3114.843375	0.001431
0.407506	22.740856	3115.217721	0.001431
0.407511	22.753049	3115.591525	0.001432
0.407517	22.765236	3115.964783	0.001432
0.407522	22.777416	3116.337494	0.001433
0.407528	22.789589	3116.709655	0.001434
0.407533	22.801755	3117.081264	0.001434
0.407539	22.813914	3117.452318	0.001435
0.407544	22.826066	3117.822814	0.001435
0.407550	22.838211	3118.192751	0.001436
0.407556	22.850348	3118.562125	0.001436
0.407561	22.862478	3118.930934	0.001437
0.407567	22.874601	3119.299177	0.001438
0.407572	22.886716	3119.666849	0.001438
0.407578	22.898824	3120.033950	0.001439
0.407583	22.910924	3120.400476	0.001439
0.407589	22.923016	3120.766425	0.001440
0.407594	22.935100	3121.131795	0.001441
0.407600	22.947176	3121.496583	0.001441
0.407606	22.959243	3121.860787	0.001442
0.407611	22.971303	3122.224404	0.001442
0.407617	22.983354	3122.587432	0.001443
0.407622	22.995397	3122.949868	0.001444
0.407628	23.007431	3123.311711	0.001444
0.407633	23.019457	3123.672957	0.001445
0.407639	23.031473	3124.033604	0.001445
0.407644	23.043481	3124.393650	0.001446
0.407650	23.055480	3124.753092	0.001447
0.407656	23.067470	3125.111929	0.001447
0.407661	23.079451	3125.470156	0.001448
0.407667	23.091423	3125.827773	0.001448
0.407672	23.103385	3126.184776	0.001449
0.407678	23.115338	3126.541164	0.001449
0.407683	23.127281	3126.896934	0.001450
0.407689	23.139215	3127.252083	0.001451
0.407694	23.151139	3127.606609	0.001451
0.407700	23.163053	3127.960510	0.001452
0.407706	23.174957	3128.313783	0.001452
0.407711	23.186851	3128.666426	0.001453
0.407717	23.198735	3129.018437	0.001454
0.407722	23.210608	3129.369813	0.001454
0.407728	23.222472	3129.720551	0.001455
0.407733	23.234324	3130.070650	0.001455
0.407739	23.246167	3130.420107	0.001456
0.407744	23.257998	3130.768920	0.001456
0.407750	23.269819	3131.117086	0.001457
0.407756	23.281629	3131.464602	0.001458
0.407761	23.293428	3131.811468	0.001458
0.407767	23.305216	3132.157679	0.001459
0.407772	23.316993	3132.503234	0.001459
0.407778	23.328758	3132.848131	0.001460
0.407783	23.340513	3133.192367	0.001460
0.407789	23.352255	3133.535940	0.001461
0.407794	23.363986	3133.878847	0.001462
0.407800	23.375706	3134.221087	0.001462
0.407806	23.387413	3134.562656	0.001463
0.407811	23.399109	3134.903553	0.001463
0.407817	23.410793	3135.243774	0.001464
0.407822	23.422464	3135.583319	0.001464
0.407828	23.434124	3135.922184	0.001465
0.407833	23.445771	3136.260368	0.001466
0.407839	23.457405	3136.597867	0.001466
0.407844	23.469027	3136.934680	0.001467
0.407850	23.480637	3137.270805	0.001467
0.407856	23.492234	3137.606238	0.001468
0.407861	23.503818	3137.940978	0.001468
0.407867	23.515389	3138.275023	0.001469
0.407872	23.526947	3138.608370	0.001470
0.407878	23.538492	3138.941016	0.001470
0.407883	23.550023	3139.272961	0.001471
0.407889	23.561541	3139.604200	0.001471
0.407894	23.573046	3139.934733	0.001472
0.407900	23.584537	3140.264557	0.001472
0.407906	23.596015	3140.593669	0.001473
0.407911	23.607478	3140.922068	0.001474
0.407917	23.618928	3141.249751	0.001474
0.407922	23.630364	3141.576715	0.001475
0.407928	23.641786	3141.902960	0.001475
0.407933	23.653193	3142.228482	0.001476
0.407939	23.664587	3142.553279	0.001476
0.407944	23.675966	3142.877349	0.001477
0.407950	23.687330	3143.200690	0.001477
0.407956	23.698680	3143.523299	0.001478
0.407961	23.710015	3143.845175	0.001479
0.407967	23.721333	3144.166275	0.001479
0.407972	23.732636	3144.486601	0.001480
0.407978	23.743922	3144.806167	0.001480
0.407983	23.755194	3145.124979	0.001481
0.407989	23.766449	3145.443037	0.001481
0.407994	23.777689	3145.760343	0.001482
0.408000	23.788913	3146.076893	0.001482
0.408006	23.800122	3146.392688	0.001483
0.408011	23.811314	3146.707723	0.001484
0.408017	23.822491	3147.021999	0.001484
0.408022	23.833651	3147.335511	0.001485
0.408028	23.844796	3147.648259	0.001485
0.408033	23.855923	3147.960239	0.001486
0.408039	23.867035	3148.271451	0.001486
0.408044	23.878130	3148.581890	0.001487
0.408050	23.889208	3148.891556	0.001487
0.408056	23.900269	3149.200447	0.001488
0.408061	23.911314	3149.508559	0.001488
0.408067	23.922341	3149.815891	0.001489
0.408072	23.933352	3150.122441	0.001489
0.408078	23.944345	3150.428206	0.001490
0.408083	23.955321	3150.733185	0.001491
0.408089	23.966279	3151.037375	0.001491
0.408094	23.977220	3151.340774	0.001492
0.408100	23.988144	3151.643380	0.001492
0.408106	23.999049	3151.945191	0.001493
0.408111	24.009937	3152.246205	0.001493
0.408117	24.020806	3152.546419	0.001494
0.408122	24.031658	3152.845832	0.001494
0.408128	24.042491	3153.144441	0.001495
0.408133	24.053306	3153.442245	0.001495
0.408139	24.064102	3153.739240	0.001496
0.408144	24.074880	3154.035426	0.001496
0.408150	24.085639	3154.330800	0.001497
0.408156	24.096380	3154.625360	0.001497
0.408161	24.107101	3154.919104	0.001498
0.408167	24.117804	3155.212030	0.001499
0.408172	24.128487	3155.504136	0.001499
0.408178	24.139151	3155.795420	0.001500
0.408183	24.149796	3156.085879	0.001500
0.408189	24.160422	3156.375512	0.001501
0.408194	24.171027	3156.664317	0.001501
0.408200	24.181614	3156.952292	0.001502
0.408206	24.192180	3157.239434	0.001502
0.408211	24.202726	3157.525742	0.001503
0.408217	24.213253	3157.811214	0.001503
0.408222	24.223759	3158.095848	0.001504
0.408228	24.234245	3158.379642	0.001504
0.408233	24.244711	3158.662593	0.001505
0.408239	24.255156	3158.944700	0.001505
0.408244	24.265580	3159.225962	0.001506
0.408250	24.275984	3159.506375	0.001506
0.408256	24.286367	3159.785938	0.001507
0.408261	24.296730	3160.064649	0.001507
0.408267	24.307071	3160.342507	0.001508
0.408272	24.317391	3160.619509	0.001508
0.408278	24.327690	3160.895653	0.001509
0.408283	24.337967	3161.170938	0.001509
0.408289	24.348223	3161.445362	0.001510
0.408294	24.358457	3161.718922	0.001510
0.408300	24.368670	3161.991617	0.001511
0.408306	24.378860	3162.263445	0.001511
0.408311	24.389029	3162.534404	0.001512
0.408317	24.399176	3162.804493	0.001512
0.408322	24.409301	3163.073709	0.001513
0.408328	24.419403	3163.342051	0.001513
0.408333	24.429483	3163.609516	0.001514
0.408339	24.439540	3163.876104	0.001514
0.408344	24.449575	3164.141811	0.001515
0.408350	24.459587	3164.406638	0.001515
0.408356	24.469577	3164.670580	0.001516
0.408361	24.479543	3164.933638	0.001516
0.408367	24.489486	3165.195809	0.001517
0.408372	24.499406	3165.457091	0.001517
0.408378	24.509303	3165.717482	0.001518
0.408383	24.519177	3165.976982	0.001518
0.408389	24.529027	3166.235588	0.001519
0.408394	24.538853	3166.493298	0.001519
0.408400	24.548655	3166.750110	0.001520
0.408406	24.558434	3167.006024	0.001520
0.408411	24.568189	3167.261037	0.001521
0.408417	24.577919	3167.515147	0.001521
0.408422	24.587626	3167.768354	0.001522
0.408428	24.597308	3168.020655	0.001522
0.408433	24.606966	3168.272048	0.001523
0.408439	24.616599	3168.522532	0.001523
0.408444	24.626207	3168.772106	0.001524
0.408450	24.635791	3169.020767	0.001524
0.408456	24.645350	3169.268514	0.001525
0.408461	24.654884	3169.515346	0.001525
0.408467	24.664393	3169.761261	0.001525
0.408472	24.673877	3170.006257	0.001526
0.408478	24.683335	3170.250333	0.001526
0.408483	24.692768	3170.493486	0.001527
0.408489	24.702175	3170.735717	0.001527
0.408494	24.711557	3170.977022	0.001528
0.408500	24.720913	3171.217401	0.001528
0.408506	24.730243	3171.456852	0.001529
0.408511	24.739547	3171.695373	0.001529
0.408517	24.748825	3171.932964	0.001530
0.408522	24.758077	3172.169621	0.001530
0.408528	24.767303	3172.405345	0.001531
0.408533	24.776502	3172.640133	0.001531
0.408539	24.785674	3172.873984	0.001531
0.408544	24.794820	3173.106897	0.001532
0.408550	24.803939	3173.338870	0.001532
0.408556	24.813031	3173.569901	0.001533
0.408561	24.822096	3173.799990	0.001533
0.408567	24.831135	3174.029134	0.001534
0.408572	24.840145	3174.257334	0.001534
0.408578	24.849129	3174.484589	0.001535
0.408583	24.858086	3174.710903	0.001535
0.408589	24.867015	3174.936276	0.001536
0.408594	24.875917	3175.160706	0.001536
0.408600	24.884792	3175.384195	0.001536
0.408606	24.893639	3175.606740	0.001537
0.408611	24.902458	3175.828341	0.001537
0.408617	24.911250	3176.048997	0.001538
0.408622	24.920015	3176.268707	0.001538
0.408628	24.928751	3176.487470	0.001539
0.408633	24.937460	3176.705284	0.001539
0.408639	24.946140	3176.922149	0.001539
0.408644	24.954792	3177.138063	0.001540
0.408650	24.963416	3177.353025	0.001540
0.408656	24.972012	3177.567035	0.001541
0.408661	24.980579	3177.780090	0.001541
0.408667	24.989118	3177.992190	0.001542
0.408672	24.997628	3178.203335	0.001542
0.408678	25.006109	3178.413522	0.001542
0.408683	25.014561	3178.622751	0.001543
0.408689	25.022985	3178.831021	0.001543
0.408694	25.031379	3179.038330	0.001544
0.408700	25.039744	3179.244679	0.001544
0.408706	25.048080	3179.450065	0.001544
0.408711	25.056387	3179.654488	0.001545
0.408717	25.064664	3179.857948	0.001545
0.408722	25.072911	3180.060442	0.001546
0.408728	25.081129	3180.261970	0.001546
0.408733	25.089317	3180.462532	0.001547
0.408739	25.097475	3180.662126	0.001547
0.408744	25.105603	3180.860751	0.001547
0.408750	25.113702	3181.058407	0.001548
0.408756	25.121770	3181.255093	0.001548
0.408761	25.129808	3181.450807	0.001549
0.408767	25.137815	3181.645550	0.001549
0.408772	25.145792	3181.839320	0.001549
0.408778	25.153738	3182.032117	0.001550
0.408783	25.161654	3182.223939	0.001550
0.408789	25.169539	3182.414787	0.001551
0.408794	25.177394	3182.604658	0.001551
0.408800	25.185217	3182.793554	0.001551
0.408806	25.193009	3182.981472	0.001552
0.408811	25.200770	3183.168413	0.001552
0.408817	25.208500	3183.354375	0.001552
0.408822	25.216199	3183.539358	0.001553
0.408828	25.223866	3183.723361	0.001553
0.408833	25.231502	3183.906384	0.001554
0.408839	25.239106	3184.088425	0.001554
0.408844	25.246679	3184.269486	0.001554
0.408850	25.254220	3184.449564	0.001555
0.408856	25.261728	3184.628660	0.001555
0.408861	25.269205	3184.806772	0.001556
0.408867	25.276650	3184.983901	0.001556
0.408872	25.284063	3185.160045	0.001556
0.408878	25.291443	3185.335205	0.001557
0.408883	25.298791	3185.509380	0.001557
0.408889	25.306107	3185.682569	0.001557
0.408894	25.313390	3185.854772	0.001558
0.408900	25.320641	3186.025988	0.001558
0.408906	25.327859	3186.196216	0.001558
0.408911	25.335043	3186.365446	0.001559
0.408917	25.342194	3186.533669	0.001559
0.408922	25.349311	3186.700872	0.001560
0.408928	25.356393	3186.867041	0.001560
0.408933	25.363439	3187.032162	0.001560
0.408939	25.370448	3187.196218	0.001561
0.408944	25.377421	3187.359195	0.001561
0.408950	25.384355	3187.521075	0.001561
0.408956	25.391251	3187.681843	0.001562
0.408961	25.398108	3187.841482	0.001562
0.408967	25.404924	3187.999975	0.001562
0.408972	25.411698	3188.157306	0.001563
0.408978	25.418431	3188.313458	0.001563
0.408983	25.425122	3188.468415	0.001563
0.408989	25.431769	3188.622160	0.001564
0.408994	25.438371	3188.774677	0.001564
0.409000	25.444928	3188.925949	0.001564
0.409006	25.451440	3189.075960	0.001565
0.409011	25.457904	3189.224693	0.001565
0.409017	25.464321	3189.372132	0.001565
0.409022	25.470690	3189.518261	0.001566
0.409028	25.477009	3189.663064	0.001566
0.409033	25.483278	3189.806523	0.001566
0.409039	25.489497	3189.948625	0.001567
0.409044	25.495663	3190.089351	0.001567
0.409050	25.501777	3190.228686	0.001567
0.409056	25.507838	3190.366615	0.001567
0.409061	25.513845	3190.503121	0.001568
0.409067	25.519796	3190.638188	0.001568
0.409072	25.525692	3190.771801	0.001568
0.409078	25.531531	3190.903944	0.001569
0.409083	25.537313	3191.034600	0.001569
0.409089	25.543036	3191.163755	0.001569
0.409094	25.548700	3191.291393	0.001570
0.409100	25.554304	3191.417498	0.001570
0.409106	25.559847	3191.542054	0.001570
0.409111	25.565328	3191.665046	0.001570
0.409117	25.570747	3191.786459	0.001571
0.409122	25.576102	3191.906278	0.001571
0.409128	25.581393	3192.024485	0.001571
0.409133	25.586618	3192.141068	0.001571
0.409139	25.591778	3192.256009	0.001572
0.409144	25.596871	3192.369294	0.001572
0.409150	25.601896	3192.480908	0.001572
0.409156	25.606853	3192.590834	0.001572
0.409161	25.611740	3192.699059	0.001573
0.409167	25.616556	3192.805567	0.001573
0.409172	25.621302	3192.910342	0.001573
0.409178	25.625975	3193.013369	0.001573
0.409183	25.630575	3193.114634	0.001574
0.409189	25.635101	3193.214121	0.001574
0.409194	25.639553	3193.311814	0.001574
0.409200	25.643928	3193.407699	0.001574
0.409206	25.648227	3193.501760	0.001575
0.409211	25.652449	3193.593983	0.001575
0.409217	25.656592	3193.684351	0.001575
0.409222	25.660655	3193.772849	0.001575
0.409228	25.664638	3193.859463	0.001575
0.409233	25.668540	3193.944176	0.001576
0.409239	25.672359	3194.026973	0.001576
0.409244	25.676096	3194.107839	0.001576
0.409250	25.679748	3194.186757	0.001576
0.409256	25.683314	3194.263713	0.001576
0.409261	25.686795	3194.338689	0.001576
0.409267	25.690188	3194.411670	0.001577
0.409272	25.693493	3194.482640	0.001577
0.409278	25.696709	3194.551582	0.001577
0.409283	25.699834	3194.618480	0.001577
0.409289	25.702868	3194.683316	0.001577
0.409294	25.705810	3194.746074	0.001577
0.409300	25.708658	3194.806737	0.001578
0.409306	25.711411	3194.865286	0.001578
0.409311	25.714068	3194.921703	0.001578
0.409317	25.716628	3194.975970	0.001578
0.409322	25.719089	3195.028068	0.001578
0.409328	25.721451	3195.077978	0.001578
0.409333	25.723713	3195.125680	0.001578
0.409339	25.725872	3195.171153	0.001578
0.409344	25.727928	3195.214375	0.001579
0.409350	25.729878	3195.255326	0.001579
0.409356	25.731723	3195.293982	0.001579
0.409361	25.733460	3195.330320	0.001579
0.409367	25.735087	3195.364313	0.001579
0.409372	25.736603	3195.395937	0.001579
0.409378	25.738007	3195.425163	0.001579
0.409383	25.739297	3195.451963	0.001579
0.409389	25.740470	3195.476304	0.001579
0.409394	25.741524	3195.498155	0.001579
0.409400	25.742458	3195.517478	0.001579
0.409406	25.743270	3195.534235	0.001579
0.409411	25.743956	3195.548382	0.001579
0.409417	25.744514	3195.559873	0.001579
0.409422	25.744941	3195.568652	0.001579
0.409428	25.745234	3195.574657	0.001579
0.409433	25.745388	3195.577812	0.001579
0.409439	25.745394	3195.577929	0.001579
0.409444	25.745554	3195.581191	0.001579
0.409450	25.744961	3195.565034	0.001579
0.409456	25.745420	3195.574366	0.001579
0.409461	25.744460	3195.548192	0.001579
0.409467	25.744062	3195.537324	0.001579
0.409472	25.743442	3195.520409	0.001579
0.409478	25.742765	3195.501920	0.001579
0.409483	25.741979	3195.480488	0.001579
0.409489	25.741092	3195.456287	0.001579
0.409494	25.740104	3195.429315	0.001579
0.409500	25.739014	3195.399573	0.001579
0.409506	25.737823	3195.367065	0.001579
0.409511	25.736531	3195.331794	0.001579
0.409517	25.735137	3195.293763	0.001579
0.409522	25.733643	3195.252977	0.001579
0.409528	25.732048	3195.209442	0.001579
0.409533	25.730353	3195.163164	0.001579
0.409539	25.728558	3195.114149	0.001579
0.409544	25.726662	3195.062405	0.001579
0.409550	25.724667	3195.007941	0.001578
0.409556	25.722573	3194.950764	0.001578
0.409561	25.720380	3194.890886	0.001578
0.409567	25.718089	3194.828316	0.001578
0.409572	25.715700	3194.763065	0.001578
0.409578	25.713213	3194.695147	0.001578
0.409583	25.710629	3194.624573	0.001578
0.409589	25.707949	3194.551357	0.001578
0.409594	25.705173	3194.475513	0.001578
0.409600	25.702301	3194.397058	0.001577
0.409606	25.699335	3194.316006	0.001577
0.409611	25.696275	3194.232375	0.001577
0.409617	25.693121	3194.146182	0.001577
0.409622	25.689874	3194.057447	0.001577
0.409628	25.686536	3193.966187	0.001577
0.409633	25.683106	3193.872424	0.001576
0.409639	25.679586	3193.776179	0.001576
0.409644	25.675976	3193.677473	0.001576
0.409650	25.672277	3193.576329	0.001576
0.409656	25.668491	3193.472771	0.001576
0.409661	25.664618	3193.366824	0.001576
0.409667	25.660658	3193.258512	0.001575
0.409672	25.656614	3193.147862	0.001575
0.409678	25.652486	3193.034902	0.001575
0.409683	25.648275	3192.919658	0.001575
0.409689	25.643982	3192.802161	0.001575
0.409694	25.639609	3192.682439	0.001574
0.409700	25.635156	3192.560524	0.001574
0.409706	25.630625	3192.436446	0.001574
0.409711	25.626016	3192.310239	0.001574
0.409717	25.621332	3192.181934	0.001574
0.409722	25.616573	3192.051568	0.001573
0.409728	25.611741	3191.919173	0.001573
0.409733	25.606836	3191.784787	0.001573
0.409739	25.601862	3191.648445	0.001573
0.409744	25.596818	3191.510185	0.001572
0.409750	25.591706	3191.370046	0.001572
0.409756	25.586528	3191.228067	0.001572
0.409761	25.581285	3191.084287	0.001572
0.409767	25.575979	3190.938747	0.001571
0.409772	25.570611	3190.791488	0.001571
0.409778	25.565183	3190.642554	0.001571
0.409783	25.559697	3190.491987	0.001571
0.409789	25.554153	3190.339831	0.001570
0.409794	25.548554	3190.186130	0.001570
0.409800	25.542902	3190.030930	0.001570
0.409806	25.537197	3189.874276	0.001570
0.409811	25.531443	3189.716216	0.001569
0.409817	25.525640	3189.556797	0.001569
0.409822	25.519790	3189.396066	0.001569
0.409828	25.513896	3189.234073	0.001568
0.409833	25.507958	3189.070866	0.001568
0.409839	25.501979	3188.906496	0.001568
0.409844	25.495961	3188.741013	0.001568
0.409850	25.489905	3188.574468	0.001567
0.409856	25.483814	3188.406912	0.001567
0.409861	25.477689	3188.238398	0.001567
0.409867	25.471532	3188.068978	0.001566
0.409872	25.465346	3187.898705	0.001566
0.409878	25.459132	3187.727632	0.001566
0.409883	25.452891	3187.555813	0.001565
0.409889	25.446627	3187.383302	0.001565
0.409894	25.440341	3187.210154	0.001565
0.409900	25.434035	3187.036423	0.001565
0.409906	25.427712	3186.862164	0.001564
0.409911	25.421372	3186.687433	0.001564
0.409917	25.415018	3186.512286	0.001564
0.409922	25.408653	3186.336777	0.001563
0.409928	25.402278	3186.160963	0.001563
0.409933	25.395895	3185.984899	0.001563
0.409939	25.389506	3185.808642	0.001562
0.409944	25.383114	3185.632248	0.001562
0.409950	25.376720	3185.455772	0.001562
0.409956	25.370326	3185.279272	0.001561
0.409961	25.363935	3185.102801	0.001561
0.409967	25.357548	3184.926418	0.001561
0.409972	25.351167	3184.750176	0.001561
0.409978	25.344795	3184.574132	0.001560
0.409983	25.338434	3184.398342	0.001560
0.409989	25.332085	3184.222859	0.001560
0.409994	25.325750	3184.047739	0.001559
0.410000	25.319431	3183.873037	0.001559
0.410006	25.313131	3183.698806	0.001559
0.410011	25.306851	3183.525100	0.001558
0.410017	25.300594	3183.351972	0.001558
0.410022	25.294360	3183.179476	0.001558
0.410028	25.288152	3183.007662	0.001558
0.410033	25.281972	3182.836583	0.001557
0.410039	25.275821	3182.666291	0.001557
0.410044	25.269702	3182.496834	0.001557
0.410050	25.263616	3182.328264	0.001556
0.410056	25.257565	3182.160629	0.001556
0.410061	25.251551	3181.993977	0.001556
0.410067	25.245575	3181.828357	0.001556
0.410072	25.239639	3181.663814	0.001555
0.410078	25.233744	3181.500395	0.001555
0.410083	25.227893	3181.338145	0.001555
0.410089	25.222087	3181.177108	0.001554
0.410094	25.216327	3181.017327	0.001554
0.410100	25.210615	3180.858843	0.001554
0.410106	25.204952	3180.701700	0.001554
0.410111	25.199339	3180.545936	0.001553
0.410117	25.193779	3180.391591	0.001553
0.410122	25.188273	3180.238702	0.001553
0.410128	25.182821	3180.087308	0.001552
0.410133	25.177425	3179.937442	0.001552
0.410139	25.172086	3179.789141	0.001552
0.410144	25.166806	3179.642438	0.001552
0.410150	25.161585	3179.497365	0.001551
0.410156	25.156425	3179.353952	0.001551
0.410161	25.151326	3179.212230	0.001551
0.410167	25.146290	3179.072228	0.001551
0.410172	25.141318	3178.933972	0.001550
0.410178	25.136410	3178.797488	0.001550
0.410183	25.131568	3178.662802	0.001550
0.410189	25.126792	3178.529937	0.001550
0.410194	25.122082	3178.398914	0.001550
0.410200	25.117441	3178.269754	0.001549
0.410206	25.112867	3178.142478	0.001549
0.410211	25.108363	3178.017102	0.001549
0.410217	25.103928	3177.893643	0.001549
0.410222	25.099564	3177.772118	0.001548
0.410228	25.095269	3177.652540	0.001548
0.410233	25.091046	3177.534921	0.001548
0.410239	25.086894	3177.419273	0.001548
0.410244	25.082814	3177.305605	0.001548
0.410250	25.078805	3177.193927	0.001547
0.410256	25.074869	3177.084246	0.001547
0.410261	25.071005	3176.976567	0.001547
0.410267	25.067213	3176.870896	0.001547
0.410272	25.063494	3176.767235	0.001547
0.410278	25.059848	3176.665587	0.001547
0.410283	25.056274	3176.565949	0.001546
0.410289	25.052773	3176.468304	0.001546
0.410294	25.049342	3176.372630	0.001546
0.410300	25.045981	3176.278907	0.001546
0.410306	25.042690	3176.187115	0.001546
0.410311	25.039468	3176.097234	0.001546
0.410317	25.036314	3176.009243	0.001545
0.410322	25.033228	3175.923121	0.001545
0.410328	25.030207	3175.838849	0.001545
0.410333	25.027253	3175.756406	0.001545
0.410339	25.024364	3175.675772	0.001545
0.410344	25.021539	3175.596926	0.001545
0.410350	25.018778	3175.519848	0.001545
0.410356	25.016079	3175.444518	0.001544
0.410361	25.013443	3175.370916	0.001544
0.410367	25.010868	3175.299021	0.001544
0.410372	25.008354	3175.228812	0.001544
0.410378	25.005899	3175.160271	0.001544
0.410383	25.003504	3175.093376	0.001544
0.410389	25.001167	3175.028108	0.001544
0.410394	24.998888	3174.964445	0.001544
0.410400	24.996665	3174.902369	0.001544
