time [s]	crank-angle [deg]	mass flow [kg/s]	enthalpy flow [J/s]	throat area [cm²]
0.408217	327.900000	-0.093010	-378805.332785	4.043189
0.408222	328.000000	-0.092839	-378078.514371	4.028342
0.408228	328.100000	-0.092667	-377347.614335	4.013480
0.408233	328.200000	-0.092494	-376612.631726	3.998604
0.408239	328.300000	-0.092321	-375873.565652	3.983713
0.408244	328.400000	-0.092146	-375130.415286	3.968808
0.408250	328.500000	-0.091970	-374383.179859	3.953888
0.408256	328.600000	-0.091793	-373631.858664	3.938953
0.408261	328.700000	-0.091615	-372876.451053	3.924004
0.408267	328.800000	-0.091437	-372116.956441	3.909041
0.408272	328.900000	-0.091257	-371353.374299	3.894063
0.408278	329.000000	-0.091076	-370585.704161	3.879071
0.408283	329.100000	-0.090895	-369813.945619	3.864064
0.408289	329.200000	-0.090712	-369038.098323	3.849043
0.408294	329.300000	-0.090529	-368258.161983	3.834007
0.408300	329.400000	-0.090344	-367474.136367	3.818957
0.408306	329.500000	-0.090159	-366686.021299	3.803893
0.408311	329.600000	-0.089972	-365893.816662	3.788815
0.408317	329.700000	-0.089785	-365097.522396	3.773722
0.408322	329.800000	-0.089596	-364297.138497	3.758615
0.408328	329.900000	-0.089407	-363492.665017	3.743493
0.408333	330.000000	-0.089216	-362684.102062	3.728358
0.408339	330.100000	-0.089025	-361871.449795	3.713208
0.408344	330.200000	-0.088832	-361054.708431	3.698044
0.408350	330.300000	-0.088639	-360233.878241	3.682866
0.408356	330.400000	-0.088445	-359408.959547	3.667674
0.408361	330.500000	-0.088249	-358579.952725	3.652468
0.408367	330.600000	-0.088053	-357746.858200	3.637247
0.408372	330.700000	-0.087856	-356909.676450	3.622013
0.408378	330.800000	-0.087658	-356068.408003	3.606764
0.408383	330.900000	-0.087458	-355223.053435	3.591501
0.408389	331.000000	-0.087258	-354373.613372	3.576225
0.408394	331.100000	-0.087057	-353520.088485	3.560934
0.408400	331.200000	-0.086855	-352662.479494	3.545630
0.408406	331.300000	-0.086651	-351800.787164	3.530311
0.408411	331.400000	-0.086447	-350935.012304	3.514978
0.408417	331.500000	-0.086242	-350065.155767	3.499632
0.408422	331.600000	-0.086036	-349191.218448	3.484272
0.408428	331.700000	-0.085829	-348313.201284	3.468897
0.408433	331.800000	-0.085621	-347431.105252	3.453509
0.408439	331.900000	-0.085411	-346544.931367	3.438107
0.408444	332.000000	-0.085201	-345654.680682	3.422692
0.408450	332.100000	-0.084990	-344760.354288	3.407262
0.408456	332.200000	-0.084778	-343861.953307	3.391819
0.408461	332.300000	-0.084565	-342959.478898	3.376362
0.408467	332.400000	-0.084351	-342052.932250	3.360891
0.408472	332.500000	-0.084136	-341142.314584	3.345407
0.408478	332.600000	-0.083920	-340227.627146	3.329909
0.408483	332.700000	-0.083703	-339308.871212	3.314397
0.408489	332.800000	-0.083485	-338386.048083	3.298872
0.408494	332.900000	-0.083266	-337459.159081	3.283333
0.408500	333.000000	-0.083046	-336528.205553	3.267780
0.408506	333.100000	-0.082825	-335593.188861	3.252214
0.408511	333.200000	-0.082603	-334654.110386	3.236634
0.408517	333.300000	-0.082380	-333710.971526	3.221041
0.408522	333.400000	-0.082156	-332763.773689	3.205434
0.408528	333.500000	-0.081931	-331812.518294	3.189814
0.408533	333.600000	-0.081705	-330857.206768	3.174180
0.408539	333.700000	-0.081478	-329897.840544	3.158533
0.408544	333.800000	-0.081250	-328934.421057	3.142872
0.408550	333.900000	-0.081021	-327966.949743	3.127198
0.408556	334.000000	-0.080791	-326995.428033	3.111511
0.408561	334.100000	-0.080560	-326019.857354	3.095810
0.408567	334.200000	-0.080328	-325040.577557	3.080099
0.408572	334.300000	-0.080097	-324061.869060	3.064420
0.408578	334.400000	-0.079865	-323083.352721	3.048785
0.408583	334.500000	-0.079633	-322103.471279	3.033194
0.408589	334.600000	-0.079400	-321121.284497	3.017648
0.408594	334.700000	-0.079167	-320136.224293	3.002146
0.408600	334.800000	-0.078933	-319147.947623	2.986688
0.408606	334.900000	-0.078698	-318156.247870	2.971274
0.408611	335.000000	-0.078462	-317161.001348	2.955904
0.408617	335.100000	-0.078226	-316162.134929	2.940578
0.408622	335.200000	-0.077988	-315159.606394	2.925296
0.408628	335.300000	-0.077750	-314153.392493	2.910059
0.408633	335.400000	-0.077510	-313143.481649	2.894865
0.408639	335.500000	-0.077270	-312129.869518	2.879715
0.408644	335.600000	-0.077029	-311112.556251	2.864609
0.408650	335.700000	-0.076787	-310091.544823	2.849547
0.408656	335.800000	-0.076544	-309066.840003	2.834528
0.408661	335.900000	-0.076300	-308038.447714	2.819553
0.408667	336.000000	-0.076055	-307006.374641	2.804622
0.408672	336.100000	-0.075809	-305970.627985	2.789735
0.408678	336.200000	-0.075562	-304931.215318	2.774891
0.408683	336.300000	-0.075314	-303888.144479	2.760090
0.408689	336.400000	-0.075066	-302841.423525	2.745333
0.408694	336.500000	-0.074816	-301791.060686	2.730620
0.408700	336.600000	-0.074566	-300737.064349	2.715950
0.408706	336.700000	-0.074315	-299679.443039	2.701323
0.408711	336.800000	-0.074062	-298618.205414	2.686740
0.408717	336.900000	-0.073809	-297553.360255	2.672200
0.408722	337.000000	-0.073555	-296484.916467	2.657703
0.408728	337.100000	-0.073300	-295412.883078	2.643250
0.408733	337.200000	-0.073045	-294337.269230	2.628840
0.408739	337.300000	-0.072788	-293258.084188	2.614472
0.408744	337.400000	-0.072530	-292175.337335	2.600148
0.408750	337.500000	-0.072272	-291089.038172	2.585867
0.408756	337.600000	-0.072012	-289999.196319	2.571629
0.408761	337.700000	-0.071752	-288905.821517	2.557434
0.408767	337.800000	-0.071491	-287808.923625	2.543282
0.408772	337.900000	-0.071229	-286708.512622	2.529173
0.408778	338.000000	-0.070966	-285604.598608	2.515107
0.408783	338.100000	-0.070702	-284497.191803	2.501083
0.408789	338.200000	-0.070437	-283386.302549	2.487103
0.408794	338.300000	-0.070172	-282271.941310	2.473165
0.408800	338.400000	-0.069905	-281154.118671	2.459269
0.408806	338.500000	-0.069638	-280032.845339	2.445417
0.408811	338.600000	-0.069369	-278908.132146	2.431607
0.408817	338.700000	-0.069100	-277779.990046	2.417839
0.408822	338.800000	-0.068830	-276648.430117	2.404115
0.408828	338.900000	-0.068559	-275513.463562	2.390432
0.408833	339.000000	-0.068287	-274375.101707	2.376792
0.408839	339.100000	-0.068015	-273233.356006	2.363195
0.408844	339.200000	-0.067741	-272088.238035	2.349640
0.408850	339.300000	-0.067467	-270939.759500	2.336127
0.408856	339.400000	-0.067191	-269787.932231	2.322657
0.408861	339.500000	-0.066915	-268632.768185	2.309229
0.408867	339.600000	-0.066638	-267474.279447	2.295843
0.408872	339.700000	-0.066360	-266312.478230	2.282499
0.408878	339.800000	-0.066082	-265147.376876	2.269198
0.408883	339.900000	-0.065802	-263978.987855	2.255939
0.408889	340.000000	-0.065522	-262807.323765	2.242721
0.408894	340.100000	-0.065240	-261632.397335	2.229546
0.408900	340.200000	-0.064957	-260450.234361	2.216413
0.408906	340.300000	-0.064671	-259254.134635	2.203322
0.408911	340.400000	-0.064379	-258039.483177	2.190273
0.408917	340.500000	-0.064083	-256803.091577	2.177265
0.408922	340.600000	-0.063780	-255542.748965	2.164300
0.408928	340.700000	-0.063471	-254256.915521	2.151376
0.408933	340.800000	-0.063155	-252944.512936	2.138494
0.408939	340.900000	-0.062832	-251604.780910	2.125654
0.408944	341.000000	-0.062502	-250237.178667	2.112856
0.408950	341.100000	-0.062166	-248841.317240	2.100099
0.408956	341.200000	-0.061822	-247416.912798	2.087384
0.408961	341.300000	-0.061470	-245963.754414	2.074711
0.408967	341.400000	-0.061112	-244481.681755	2.062079
0.408972	341.500000	-0.060746	-242970.569588	2.049489
0.408978	341.600000	-0.060373	-241430.317011	2.036940
0.408983	341.700000	-0.059992	-239860.839926	2.024432
0.408989	341.800000	-0.059604	-238262.065777	2.011967
0.408994	341.900000	-0.059209	-236633.929844	1.999542
0.409000	342.000000	-0.058806	-234976.372622	1.987159
0.409006	342.100000	-0.058396	-233289.337964	1.974817
0.409011	342.200000	-0.057978	-231572.771737	1.962517
0.409017	342.300000	-0.057553	-229826.620849	1.950257
0.409022	342.400000	-0.057120	-228050.832537	1.938039
0.409028	342.500000	-0.056680	-226245.353814	1.925863
0.409033	342.600000	-0.056232	-224410.131056	1.913727
0.409039	342.700000	-0.055777	-222545.109662	1.901632
0.409044	342.800000	-0.055314	-220650.233768	1.889579
0.409050	342.900000	-0.054843	-218725.446006	1.877567
0.409056	343.000000	-0.054365	-216770.687276	1.865595
0.409061	343.100000	-0.053879	-214785.896542	1.853665
0.409067	343.200000	-0.053385	-212771.010622	1.841775
0.409072	343.300000	-0.052884	-210725.963985	1.829927
0.409078	343.400000	-0.052375	-208650.688547	1.818119
0.409083	343.500000	-0.051858	-206545.113448	1.806352
0.409089	343.600000	-0.051334	-204409.164834	1.794626
0.409094	343.700000	-0.050801	-202242.765615	1.782941
0.409100	343.800000	-0.050261	-200045.835217	1.771297
0.409106	343.900000	-0.049713	-197818.289312	1.759693
0.409111	344.000000	-0.049157	-195560.039535	1.748130
0.409117	344.100000	-0.048593	-193270.993182	1.736607
0.409122	344.200000	-0.048021	-190951.052880	1.725125
0.409128	344.300000	-0.047441	-188600.116242	1.713684
0.409133	344.400000	-0.046854	-186218.075495	1.702284
0.409139	344.500000	-0.046258	-183804.817073	1.690923
0.409144	344.600000	-0.045654	-181360.221192	1.679604
0.409150	344.700000	-0.045041	-178884.161385	1.668324
0.409156	344.800000	-0.044421	-176376.504001	1.657086
0.409161	344.900000	-0.043793	-173837.107671	1.645887
0.409167	345.000000	-0.043156	-171265.822727	1.634729
0.409172	345.100000	-0.042511	-168662.490577	1.623611
0.409178	345.200000	-0.041857	-166026.943031	1.612534
0.409183	345.300000	-0.041195	-163359.001569	1.601497
0.409189	345.400000	-0.040525	-160658.476550	1.590500
0.409194	345.500000	-0.039846	-157925.166355	1.579543
0.409200	345.600000	-0.039158	-155158.856455	1.568626
0.409206	345.700000	-0.038462	-152359.318403	1.557750
0.409211	345.800000	-0.037757	-149526.308729	1.546913
0.409217	345.900000	-0.037043	-146659.567740	1.536117
0.409222	346.000000	-0.036320	-143758.818212	1.525361
0.409228	346.100000	-0.035588	-140823.763955	1.514645
0.409233	346.200000	-0.034847	-137854.088245	1.503968
0.409239	346.300000	-0.034097	-134849.452098	1.493332
0.409244	346.400000	-0.033338	-131809.492380	1.482736
0.409250	346.500000	-0.032569	-128733.819714	1.472179
0.409256	346.600000	-0.031791	-125622.016177	1.461662
0.409261	346.700000	-0.031003	-122473.632745	1.451185
0.409267	346.800000	-0.030205	-119288.186462	1.440748
0.409272	346.900000	-0.029397	-116065.157282	1.430351
0.409278	347.000000	-0.028579	-112803.984554	1.419993
0.409283	347.100000	-0.027751	-109504.063080	1.409676
0.409289	347.200000	-0.026913	-106164.738685	1.399397
0.409294	347.300000	-0.026064	-102785.303237	1.389159
0.409300	347.400000	-0.025204	-99364.988993	1.378960
0.409306	347.500000	-0.024333	-95902.962194	1.368801
0.409311	347.600000	-0.023451	-92398.315743	1.358681
0.409317	347.700000	-0.022557	-88850.060815	1.348601
0.409322	347.800000	-0.021652	-85257.117185	1.338560
0.409328	347.900000	-0.020734	-81618.302017	1.328559
0.409333	348.000000	-0.019803	-77932.316785	1.318597
0.409339	348.100000	-0.018860	-74197.731910	1.308674
0.409344	348.200000	-0.017904	-70412.968584	1.298791
0.409350	348.300000	-0.016933	-66576.277059	1.288948
0.409356	348.400000	-0.015949	-62685.710503	1.279143
0.409361	348.500000	-0.014949	-58739.093143	1.269378
0.409367	348.600000	-0.013934	-54733.980988	1.259652
0.409372	348.700000	-0.012903	-50667.612715	1.249966
0.409378	348.800000	-0.011855	-46536.847242	1.240318
0.409383	348.900000	-0.010788	-42338.082829	1.230710
0.409389	349.000000	-0.009703	-38067.149790	1.221141
0.409394	349.100000	-0.008598	-33719.164123	1.211611
0.409400	349.200000	-0.007470	-29288.320518	1.202121
0.409406	349.300000	-0.006319	-24767.585700	1.192669
0.409411	349.400000	-0.005142	-20148.214040	1.183256
0.409417	349.500000	-0.003936	-15418.906532	1.173883
0.409422	349.600000	-0.002698	-10564.100747	1.164548
0.409428	349.700000	-0.001420	-5559.093363	1.155252
0.409433	349.800000	-0.000052	-205.257034	1.145995
0.409439	349.900000	-0.001473	-5764.620195	1.136778
0.409444	350.000000	0.005102	21372.571647	1.127599
0.409450	350.100000	-0.004231	-16541.234181	1.118459
0.409456	350.200000	0.008264	34623.459955	1.109357
0.409461	350.300000	0.003431	14375.007808	1.100295
0.409467	350.400000	0.005341	22375.473753	1.091271
0.409472	350.500000	0.005838	24456.374625	1.082286
0.409478	350.600000	0.006767	28348.006055	1.073340
0.409483	350.700000	0.007641	32009.751318	1.064433
0.409489	350.800000	0.008515	35673.849564	1.055564
0.409494	350.900000	0.009390	39335.309840	1.046734
0.409500	351.000000	0.010263	42992.922181	1.037942
0.409506	351.100000	0.011135	46645.728604	1.029189
0.409511	351.200000	0.012006	50292.795327	1.020475
0.409517	351.300000	0.012875	53933.183042	1.011799
0.409522	351.400000	0.013742	57565.941438	1.003162
0.409528	351.500000	0.014608	61190.108038	0.994563
0.409533	351.600000	0.015471	64804.708028	0.986002
0.409539	351.700000	0.016331	68408.754362	0.977480
0.409544	351.800000	0.017189	72001.247975	0.968997
0.409550	351.900000	0.018044	75581.178032	0.960552
0.409556	352.000000	0.018896	79147.522219	0.952145
0.409561	352.100000	0.019744	82699.247053	0.943777
0.409567	352.200000	0.020589	86235.308212	0.935447
0.409572	352.300000	0.021430	89754.650897	0.927155
0.409578	352.400000	0.022266	93256.210203	0.918901
0.409583	352.500000	0.023098	96738.911524	0.910686
0.409589	352.600000	0.023926	100201.670974	0.902509
0.409594	352.700000	0.024748	103643.395830	0.894370
0.409600	352.800000	0.025565	107062.985002	0.886270
0.409606	352.900000	0.026377	110459.329527	0.878207
0.409611	353.000000	0.027183	113831.313079	0.870183
0.409617	353.100000	0.027983	117177.812509	0.862197
0.409622	353.200000	0.028777	120497.698408	0.854249
0.409628	353.300000	0.029564	123789.835693	0.846338
0.409633	353.400000	0.030344	127053.084214	0.838466
0.409639	353.500000	0.031117	130286.299394	0.830632
0.409644	353.600000	0.031883	133488.332880	0.822836
0.409650	353.700000	0.032641	136658.033229	0.815078
0.409656	353.800000	0.033392	139794.246614	0.807358
0.409661	353.900000	0.034134	142895.817549	0.799676
0.409667	354.000000	0.034867	145961.589651	0.792032
0.409672	354.100000	0.035592	148990.406406	0.784425
0.409678	354.200000	0.036308	151981.111978	0.776856
0.409683	354.300000	0.037014	154932.552025	0.769326
0.409689	354.400000	0.037711	157843.574548	0.761833
0.409694	354.500000	0.038399	160713.030755	0.754378
0.409700	354.600000	0.039075	163539.775954	0.746960
0.409706	354.700000	0.039742	166322.670457	0.739581
0.409711	354.800000	0.040398	169060.580513	0.732239
0.409717	354.900000	0.041043	171752.379257	0.724934
0.409722	355.000000	0.041677	174396.947677	0.717668
0.409728	355.100000	0.042299	176993.175606	0.710439
0.409733	355.200000	0.042910	179539.962719	0.703248
0.409739	355.300000	0.043508	182036.219558	0.696094
0.409744	355.400000	0.044095	184480.868567	0.688978
0.409750	355.500000	0.044668	186872.845142	0.681900
0.409756	355.600000	0.045229	189211.098695	0.674859
0.409761	355.700000	0.045778	191494.593732	0.667855
0.409767	355.800000	0.046312	193722.310935	0.660890
0.409772	355.900000	0.046834	195893.248264	0.653961
0.409778	356.000000	0.047341	198006.422058	0.647070
0.409783	356.100000	0.047835	200060.868151	0.640217
0.409789	356.200000	0.048314	202055.642983	0.633401
0.409794	356.300000	0.048779	203989.824728	0.626622
0.409800	356.400000	0.049230	205862.514410	0.619881
0.409806	356.500000	0.049665	207672.837036	0.613177
0.409811	356.600000	0.050086	209419.942711	0.606511
0.409817	356.700000	0.050491	211103.007762	0.599882
0.409822	356.800000	0.050881	212721.235855	0.593290
0.409828	356.900000	0.051255	214273.859102	0.586735
0.409833	357.000000	0.051613	215760.139162	0.580218
0.409839	357.100000	0.051956	217179.368334	0.573738
0.409844	357.200000	0.052282	218530.870635	0.567295
0.409850	357.300000	0.052592	219814.002863	0.560890
0.409856	357.400000	0.052885	221028.155648	0.554521
0.409861	357.500000	0.053162	222172.754483	0.548190
0.409867	357.600000	0.053422	223247.260728	0.541896
0.409872	357.700000	0.053665	224251.172607	0.535639
0.409878	357.800000	0.053892	225184.026164	0.529419
0.409883	357.900000	0.054101	226045.396203	0.523237
0.409889	358.000000	0.054293	226834.897199	0.517091
0.409894	358.100000	0.054468	227552.184168	0.510982
0.409900	358.200000	0.054626	228196.953519	0.504911
0.409906	358.300000	0.054766	228768.943863	0.498877
0.409911	358.400000	0.054888	229267.936784	0.492879
0.409917	358.500000	0.054994	229693.757572	0.486919
0.409922	358.600000	0.055081	230046.275922	0.480995
0.409928	358.700000	0.055151	230325.406580	0.475109
0.409933	358.800000	0.055204	230531.109948	0.469259
0.409939	358.900000	0.055239	230663.392648	0.463447
0.409944	359.000000	0.055256	230722.308028	0.457671
0.409950	359.100000	0.055256	230707.956624	0.451932
0.409956	359.200000	0.055238	230620.486570	0.446230
0.409961	359.300000	0.055203	230460.093951	0.440565
0.409967	359.400000	0.055151	230227.023103	0.434937
0.409972	359.500000	0.055081	229921.566858	0.429346
0.409978	359.600000	0.054994	229544.066728	0.423791
0.409983	359.700000	0.054889	229094.913033	0.418273
0.409989	359.800000	0.054768	228574.544964	0.412792
0.409994	359.900000	0.054629	227983.450592	0.407348
0.410000	360.000000	0.054474	227322.166804	0.401940
0.410006	360.100000	0.054302	226591.279189	0.396569
0.410011	360.200000	0.054114	225791.421847	0.391235
0.410017	360.300000	0.053909	224923.277141	0.385938
0.410022	360.400000	0.053687	223987.575383	0.380677
0.410028	360.500000	0.053450	222985.094451	0.375453
0.410033	360.600000	0.053197	221916.659346	0.370266
0.410039	360.700000	0.052929	220783.141676	0.365115
0.410044	360.800000	0.052644	219585.459080	0.360001
0.410050	360.900000	0.052345	218324.574584	0.354923
0.410056	361.000000	0.052031	217001.495893	0.349882
0.410061	361.100000	0.051702	215617.274612	0.344878
0.410067	361.200000	0.051358	214173.005412	0.339910
0.410072	361.300000	0.051001	212669.825127	0.334979
0.410078	361.400000	0.050629	211108.911788	0.330084
0.410083	361.500000	0.050244	209491.483597	0.325226
0.410089	361.600000	0.049846	207818.797838	0.320404
0.410094	361.700000	0.049434	206092.149732	0.315619
0.410100	361.800000	0.049010	204312.871232	0.310870
0.410106	361.900000	0.048573	202482.329762	0.306158
0.410111	362.000000	0.048125	200601.926904	0.301482
0.410117	362.100000	0.047665	198673.097023	0.296842
0.410122	362.200000	0.047193	196697.305857	0.292239
0.410128	362.300000	0.046710	194676.049042	0.287672
0.410133	362.400000	0.046217	192610.850604	0.283142
0.410139	362.500000	0.045714	190503.261395	0.278648
0.410144	362.600000	0.045200	188354.857498	0.274191
0.410150	362.700000	0.044678	186167.238584	0.269770
0.410156	362.800000	0.044146	183942.026240	0.265385
0.410161	362.900000	0.043605	181680.862259	0.261036
0.410167	363.000000	0.043056	179385.406897	0.256724
0.410172	363.100000	0.042499	177057.337108	0.252448
0.410178	363.200000	0.041935	174698.344751	0.248208
0.410183	363.300000	0.041364	172310.134773	0.244005
0.410189	363.400000	0.040786	169894.423376	0.239838
0.410194	363.500000	0.040201	167452.936168	0.235707
0.410200	363.600000	0.039611	164987.406300	0.231612
0.410206	363.700000	0.039016	162499.572596	0.227554
0.410211	363.800000	0.038415	159991.177676	0.223532
0.410217	363.900000	0.037810	157463.966076	0.219546
0.410222	364.000000	0.037200	154919.682367	0.215596
0.410228	364.100000	0.036587	152360.069284	0.211682
0.410233	364.200000	0.035971	149786.865857	0.207805
0.410239	364.300000	0.035351	147201.805552	0.203963
0.410244	364.400000	0.034729	144606.614430	0.200158
0.410250	364.500000	0.034105	142003.009322	0.196389
0.410256	364.600000	0.033480	139392.696021	0.192656
0.410261	364.700000	0.032853	136777.367501	0.188959
0.410267	364.800000	0.032225	134158.702164	0.185299
0.410272	364.900000	0.031597	131538.362110	0.181674
0.410278	365.000000	0.030969	128921.807800	0.178085
0.410283	365.100000	0.030347	126329.743637	0.174533
0.410289	365.200000	0.029732	123764.992882	0.171016
0.410294	365.300000	0.029124	121227.506882	0.167536
0.410300	365.400000	0.028521	118717.237914	0.164091
0.410306	365.500000	0.027926	116234.139184	0.160683
0.410311	365.600000	0.027337	113778.164810	0.157310
0.410317	365.700000	0.026754	111349.269814	0.153974
0.410322	365.800000	0.026177	108947.410113	0.150674
0.410328	365.900000	0.025608	106572.542507	0.147409
0.410333	366.000000	0.025044	104224.624671	0.144181
0.410339	366.100000	0.024487	101903.615146	0.140988
0.410344	366.200000	0.023936	99609.473326	0.137832
0.410350	366.300000	0.023392	97342.159449	0.134711
0.410356	366.400000	0.022854	95101.634592	0.131626
0.410361	366.500000	0.022323	92887.860654	0.128578
0.410367	366.600000	0.021798	90700.800353	0.125565
0.410372	366.700000	0.021279	88540.417210	0.122588
0.410378	366.800000	0.020767	86406.675547	0.119647
0.410383	366.900000	0.020261	84299.540470	0.116742
0.410389	367.000000	0.019761	82218.977866	0.113872
0.410394	367.100000	0.019268	80164.954390	0.111039
0.410400	367.200000	0.018781	78137.437454	0.108241
0.410406	367.300000	0.018300	76136.395223	0.105480
0.410411	367.400000	0.017826	74161.796601	0.102754
0.410417	367.500000	0.017358	72213.611226	0.100064
0.410422	367.600000	0.016897	70291.809454	0.097409
0.410428	367.700000	0.016441	68396.362358	0.094791
0.410433	367.800000	0.015992	66527.241714	0.092209
0.410439	367.900000	0.015550	64684.419993	0.089662
0.410444	368.000000	0.015113	62867.870350	0.087151
0.410450	368.100000	0.014683	61077.566619	0.084676
0.410456	368.200000	0.014259	59313.483301	0.082236
0.410461	368.300000	0.013842	57575.595556	0.079833
0.410467	368.400000	0.013430	55863.879194	0.077465
0.410472	368.500000	0.013025	54178.310666	0.075133
0.410478	368.600000	0.012626	52518.867054	0.072836
0.410483	368.700000	0.012234	50885.526065	0.070576
0.410489	368.800000	0.011848	49278.266018	0.068351
0.410494	368.900000	0.011468	47697.065841	0.066162
0.410500	369.000000	0.011094	46141.905055	0.064008
0.410506	369.100000	0.010726	44612.763771	0.061891
0.410511	369.200000	0.010365	43109.622680	0.059809
0.410517	369.300000	0.010010	41632.463042	0.057763
0.410522	369.400000	0.009661	40181.266679	0.055752
0.410528	369.500000	0.009319	38756.015967	0.053777
0.410533	369.600000	0.008982	37356.693826	0.051838
0.410539	369.700000	0.008652	35983.283713	0.049934
0.410544	369.800000	0.008328	34635.769610	0.048067
0.410550	369.900000	0.008010	33314.136021	0.046235
0.410556	370.000000	0.007699	32018.367956	0.044438
0.410561	370.100000	0.007394	30748.450931	0.042677
0.410567	370.200000	0.007095	29504.370480	0.040952
0.410572	370.300000	0.006802	28286.112250	0.039263
0.410578	370.400000	0.006515	27093.662513	0.037609
0.410583	370.500000	0.006234	25927.008148	0.035991
0.410589	370.600000	0.005960	24786.136631	0.034408
0.410594	370.700000	0.005692	23671.036012	0.032861
0.410600	370.800000	0.005430	22581.694898	0.031350
0.410606	370.900000	0.005174	21518.102443	0.029874
0.410611	371.000000	0.004925	20480.248323	0.028434
0.410617	371.100000	0.004682	19468.122726	0.027030
0.410622	371.200000	0.004444	18481.716332	0.025661
0.410628	371.300000	0.004213	17521.020297	0.024327
0.410633	371.400000	0.003989	16586.026237	0.023030
0.410639	371.500000	0.003770	15676.726211	0.021768
0.410644	371.600000	0.003557	14793.112705	0.020541
0.410650	371.700000	0.003351	13935.178615	0.019350
0.410656	371.800000	0.003151	13102.917230	0.018195
0.410661	371.900000	0.002957	12296.322218	0.017075
0.410667	372.000000	0.002769	11515.387606	0.015991
0.410672	372.100000	0.002588	10760.107765	0.014943
0.410678	372.200000	0.002412	10030.477395	0.013930
0.410683	372.300000	0.002243	9326.491506	0.012952
0.410689	372.400000	0.002080	8648.145406	0.012011
0.410694	372.500000	0.001923	7995.434677	0.011104
0.410700	372.600000	0.001772	7368.355166	0.010234
0.410706	372.700000	0.001627	6766.902965	0.009398
0.410711	372.800000	0.001489	6191.074396	0.008599
0.410717	372.900000	0.001357	5640.865991	0.007835
0.410722	373.000000	0.001230	5116.274481	0.007106
0.410728	373.100000	0.001110	4617.296778	0.006413
0.410733	373.200000	0.000997	4143.929954	0.005756
0.410739	373.300000	0.000889	3696.171231	0.005134
0.410744	373.400000	0.000787	3274.017961	0.004548
0.410750	373.500000	0.000692	2877.467611	0.003997
0.410756	373.600000	0.000603	2506.517745	0.003482
0.410761	373.700000	0.000520	2161.166011	0.003002
0.410767	373.800000	0.000443	1841.410119	0.002558
0.410772	373.900000	0.000372	1547.247831	0.002150
0.410778	374.000000	0.000308	1278.676940	0.001776
0.410783	374.100000	0.000249	1035.695256	0.001439
0.410789	374.200000	0.000197	818.300588	0.001137
0.410794	374.300000	0.000151	626.490730	0.000870
0.410800	374.400000	0.000111	460.263441	0.000640
0.410806	374.500000	0.000077	319.616434	0.000444
0.410811	374.600000	0.000049	204.547353	0.000284
0.410817	374.700000	0.000028	115.053763	0.000160
0.410822	374.800000	0.000012	51.133129	0.000071
0.410828	374.900000	0.000003	12.782801	0.000018
0.410833	375.000000	0.000000	0.000000	0.000000
0.410839	375.100000	0.000000	0.000000	0.000000
0.410844	375.200000	0.000000	0.000000	0.000000
0.410850	375.300000	0.000000	0.000000	0.000000
0.410856	375.400000	0.000000	0.000000	0.000000
0.410861	375.500000	0.000000	0.000000	0.000000
0.410867	375.600000	0.000000	0.000000	0.000000
0.410872	375.700000	0.000000	0.000000	0.000000
0.410878	375.800000	0.000000	0.000000	0.000000
0.410883	375.900000	0.000000	0.000000	0.000000
0.410889	376.000000	0.000000	0.000000	0.000000
0.410894	376.100000	0.000000	0.000000	0.000000
0.410900	376.200000	0.000000	0.000000	0.000000
0.410906	376.300000	0.000000	0.000000	0.000000
0.410911	376.400000	0.000000	0.000000	0.000000
0.410917	376.500000	0.000000	0.000000	0.000000
0.410922	376.600000	0.000000	0.000000	0.000000
0.410928	376.700000	0.000000	0.000000	0.000000
0.410933	376.800000	0.000000	0.000000	0.000000
0.410939	376.900000	0.000000	0.000000	0.000000
0.410944	377.000000	0.000000	0.000000	0.000000
0.410950	377.100000	0.000000	0.000000	0.000000
0.410956	377.200000	0.000000	0.000000	0.000000
0.410961	377.300000	0.000000	0.000000	0.000000
0.410967	377.400000	0.000000	0.000000	0.000000
0.410972	377.500000	0.000000	0.000000	0.000000
0.410978	377.600000	0.000000	0.000000	0.000000
0.410983	377.700000	0.000000	0.000000	0.000000
0.410989	377.800000	0.000000	0.000000	0.000000
0.410994	377.900000	0.000000	0.000000	0.000000
0.411000	378.000000	0.000000	0.000000	0.000000
0.411006	378.100000	0.000000	0.000000	0.000000
0.411011	378.200000	0.000000	0.000000	0.000000
0.411017	378.300000	0.000000	0.000000	0.000000
0.411022	378.400000	0.000000	0.000000	0.000000
0.411028	378.500000	0.000000	0.000000	0.000000
0.411033	378.600000	0.000000	0.000000	0.000000
0.411039	378.700000	0.000000	0.000000	0.000000
0.411044	378.800000	0.000000	0.000000	0.000000
0.411050	378.900000	0.000000	0.000000	0.000000
0.411056	379.000000	0.000000	0.000000	0.000000
0.411061	379.100000	0.000000	0.000000	0.000000
0.411067	379.200000	0.000000	0.000000	0.000000
0.411072	379.300000	0.000000	0.000000	0.000000
0.411078	379.400000	0.000000	0.000000	0.000000
0.411083	379.500000	0.000000	0.000000	0.000000
0.411089	379.600000	0.000000	0.000000	0.000000
0.411094	379.700000	0.000000	0.000000	0.000000
0.411100	379.800000	0.000000	0.000000	0.000000
0.411106	379.900000	0.000000	0.000000	0.000000
