time [s]	pressure [bar]	temperature [K]	mass [kg]
0.406850	2.170209	2376.856718	0.000179
0.406856	2.170161	2376.844820	0.000179
0.406861	2.170114	2376.833226	0.000179
0.406867	2.170068	2376.821938	0.000179
0.406872	2.170023	2376.810956	0.000179
0.406878	2.169980	2376.800279	0.000179
0.406883	2.169938	2376.789910	0.000179
0.406889	2.169897	2376.779848	0.000179
0.406894	2.169857	2376.770095	0.000179
0.406900	2.169819	2376.760651	0.000179
0.406906	2.169782	2376.751516	0.000179
0.406911	2.169746	2376.742693	0.000179
0.406917	2.169712	2376.734181	0.000179
0.406922	2.169678	2376.725982	0.000179
0.406928	2.169646	2376.718097	0.000179
0.406933	2.169616	2376.710527	0.000179
0.406939	2.169586	2376.703273	0.000179
0.406944	2.169558	2376.696337	0.000179
0.406950	2.169531	2376.689721	0.000179
0.406956	2.169506	2376.683424	0.000179
0.406961	2.169481	2376.677450	0.000179
0.406967	2.169459	2376.671801	0.000179
0.406972	2.169437	2376.666477	0.000179
0.406978	2.169417	2376.661482	0.000179
0.406983	2.169398	2376.656817	0.000179
0.406989	2.169380	2376.652485	0.000179
0.406994	2.169364	2376.648489	0.000179
0.407000	2.169349	2376.644832	0.000179
0.407006	2.169336	2376.641517	0.000179
0.407011	2.169324	2376.638548	0.000179
0.407017	2.169313	2376.635929	0.000179
0.407022	2.169304	2376.633665	0.000179
0.407028	2.169296	2376.631762	0.000179
0.407033	2.169290	2376.630225	0.000179
0.407039	2.169285	2376.629063	0.000179
0.407044	2.169282	2376.628285	0.000179
0.407050	2.169280	2376.627905	0.000179
0.407056	2.169280	2376.627905	0.000179
0.407061	2.169279	2376.627432	0.000179
0.407067	2.169284	2376.627957	0.000179
0.407072	2.169282	2376.627471	0.000179
0.407078	2.169290	2376.628163	0.000179
0.407083	2.169295	2376.628657	0.000179
0.407089	2.169301	2376.629215	0.000179
0.407094	2.169308	2376.629865	0.000179
0.407100	2.169316	2376.630608	0.000179
0.407106	2.169325	2376.631442	0.000179
0.407111	2.169334	2376.632366	0.000179
0.407117	2.169345	2376.633380	0.000179
0.407122	2.169357	2376.634482	0.000179
0.407128	2.169370	2376.635672	0.000179
0.407133	2.169384	2376.636949	0.000179
0.407139	2.169398	2376.638312	0.000179
0.407144	2.169414	2376.639760	0.000179
0.407150	2.169430	2376.641292	0.000179
0.407156	2.169448	2376.642907	0.000179
0.407161	2.169466	2376.644604	0.000179
0.407167	2.169485	2376.646383	0.000179
0.407172	2.169505	2376.648242	0.000179
0.407178	2.169526	2376.650180	0.000179
0.407183	2.169548	2376.652196	0.000179
0.407189	2.169571	2376.654290	0.000179
0.407194	2.169594	2376.656460	0.000179
0.407200	2.169619	2376.658705	0.000179
0.407206	2.169644	2376.661025	0.000179
0.407211	2.169670	2376.663417	0.000179
0.407217	2.169697	2376.665883	0.000179
0.407222	2.169724	2376.668419	0.000179
0.407228	2.169753	2376.671025	0.000179
0.407233	2.169782	2376.673701	0.000179
0.407239	2.169812	2376.676445	0.000179
0.407244	2.169843	2376.679255	0.000179
0.407250	2.169874	2376.682132	0.000179
0.407256	2.169906	2376.685073	0.000179
0.407261	2.169939	2376.688078	0.000179
0.407267	2.169973	2376.691146	0.000179
0.407272	2.170007	2376.694275	0.000179
0.407278	2.170042	2376.697465	0.000179
0.407283	2.170078	2376.700714	0.000179
0.407289	2.170114	2376.704021	0.000179
0.407294	2.170151	2376.707385	0.000179
0.407300	2.170189	2376.710805	0.000179
0.407306	2.170227	2376.714280	0.000179
0.407311	2.170266	2376.717809	0.000179
0.407317	2.170306	2376.721390	0.000179
0.407322	2.170346	2376.725023	0.000179
0.407328	2.170387	2376.728706	0.000179
0.407333	2.170428	2376.732437	0.000179
0.407339	2.170470	2376.736217	0.000179
0.407344	2.170512	2376.740044	0.000179
0.407350	2.170555	2376.743916	0.000179
0.407356	2.170599	2376.747832	0.000179
0.407361	2.170643	2376.751792	0.000179
0.407367	2.170687	2376.755794	0.000179
0.407372	2.170732	2376.759836	0.000179
0.407378	2.170778	2376.763919	0.000179
0.407383	2.170824	2376.768039	0.000179
0.407389	2.170870	2376.772197	0.000179
0.407394	2.170917	2376.776391	0.000179
0.407400	2.170964	2376.780620	0.000179
0.407406	2.171012	2376.784883	0.000179
0.407411	2.171060	2376.789178	0.000179
0.407417	2.171108	2376.793505	0.000179
0.407422	2.171157	2376.797861	0.000179
0.407428	2.171206	2376.802247	0.000179
0.407433	2.171256	2376.806660	0.000179
0.407439	2.171305	2376.811100	0.000179
0.407444	2.171356	2376.815565	0.000179
0.407450	2.171406	2376.820054	0.000179
0.407456	2.171457	2376.824567	0.000179
0.407461	2.171508	2376.829100	0.000179
0.407467	2.171559	2376.833655	0.000179
0.407472	2.171611	2376.838228	0.000179
0.407478	2.171663	2376.842820	0.000179
0.407483	2.171715	2376.847429	0.000179
0.407489	2.171767	2376.852054	0.000179
0.407494	2.171820	2376.856693	0.000179
0.407500	2.171872	2376.861345	0.000179
0.407506	2.171925	2376.866010	0.000179
0.407511	2.171978	2376.870685	0.000179
0.407517	2.172031	2376.875371	0.000179
0.407522	2.172085	2376.880065	0.000179
0.407528	2.172138	2376.884767	0.000179
0.407533	2.172192	2376.889475	0.000179
0.407539	2.172245	2376.894188	0.000179
0.407544	2.172299	2376.898905	0.000179
0.407550	2.172353	2376.903626	0.000179
0.407556	2.172407	2376.908348	0.000179
0.407561	2.172460	2376.913070	0.000179
0.407567	2.172514	2376.917792	0.000179
0.407572	2.172568	2376.922512	0.000179
0.407578	2.172622	2376.927230	0.000179
0.407583	2.172676	2376.931944	0.000179
0.407589	2.172730	2376.936652	0.000179
0.407594	2.172784	2376.941355	0.000179
0.407600	2.172838	2376.946050	0.000179
0.407606	2.172891	2376.950737	0.000179
0.407611	2.172945	2376.955415	0.000179
0.407617	2.172999	2376.960082	0.000179
0.407622	2.173052	2376.964738	0.000179
0.407628	2.173106	2376.969381	0.000179
0.407633	2.173159	2376.974011	0.000179
0.407639	2.173212	2376.978626	0.000179
0.407644	2.173265	2376.983225	0.000179
0.407650	2.173318	2376.987808	0.000179
0.407656	2.173371	2376.992373	0.000179
0.407661	2.173423	2376.996920	0.000179
0.407667	2.173475	2377.001446	0.000179
0.407672	2.173528	2377.005952	0.000179
0.407678	2.173579	2377.010437	0.000179
0.407683	2.173631	2377.014899	0.000179
0.407689	2.173682	2377.019338	0.000179
0.407694	2.173734	2377.023752	0.000179
0.407700	2.173785	2377.028140	0.000179
0.407706	2.173835	2377.032503	0.000179
0.407711	2.173885	2377.036838	0.000179
0.407717	2.173935	2377.041146	0.000179
0.407722	2.173985	2377.045424	0.000179
0.407728	2.174035	2377.049673	0.000179
0.407733	2.174084	2377.053891	0.000179
0.407739	2.174132	2377.058078	0.000179
0.407744	2.174181	2377.062232	0.000179
0.407750	2.174229	2377.066354	0.000179
0.407756	2.174277	2377.070441	0.000179
0.407761	2.174324	2377.074495	0.000179
0.407767	2.174371	2377.078512	0.000179
0.407772	2.174417	2377.082494	0.000179
0.407778	2.174463	2377.086438	0.000179
0.407783	2.174509	2377.090346	0.000179
0.407789	2.174554	2377.094215	0.000179
0.407794	2.174599	2377.098045	0.000179
0.407800	2.174643	2377.101835	0.000179
0.407806	2.174687	2377.105585	0.000179
0.407811	2.174731	2377.109294	0.000179
0.407817	2.174774	2377.112962	0.000179
0.407822	2.174816	2377.116588	0.000179
0.407828	2.174858	2377.120171	0.000179
0.407833	2.174900	2377.123710	0.000179
0.407839	2.174941	2377.127206	0.000179
0.407844	2.174982	2377.130658	0.000179
0.407850	2.175022	2377.134064	0.000179
0.407856	2.175061	2377.137426	0.000179
0.407861	2.175100	2377.140741	0.000179
0.407867	2.175139	2377.144010	0.000179
0.407872	2.175177	2377.147233	0.000179
0.407878	2.175214	2377.150408	0.000179
0.407883	2.175251	2377.153536	0.000179
0.407889	2.175287	2377.156615	0.000179
0.407894	2.175323	2377.159647	0.000179
0.407900	2.175358	2377.162630	0.000179
0.407906	2.175393	2377.165563	0.000179
0.407911	2.175427	2377.168448	0.000179
0.407917	2.175461	2377.171283	0.000179
0.407922	2.175494	2377.174068	0.000179
0.407928	2.175526	2377.176803	0.000179
0.407933	2.175558	2377.179488	0.000179
0.407939	2.175589	2377.182122	0.000179
0.407944	2.175619	2377.184705	0.000179
0.407950	2.175649	2377.187238	0.000179
0.407956	2.175679	2377.189719	0.000179
0.407961	2.175708	2377.192150	0.000179
0.407967	2.175736	2377.194529	0.000179
0.407972	2.175764	2377.196857	0.000179
0.407978	2.175791	2377.199134	0.000179
0.407983	2.175817	2377.201359	0.000179
0.407989	2.175843	2377.203533	0.000179
0.407994	2.175868	2377.205655	0.000179
0.408000	2.175893	2377.207726	0.000179
0.408006	2.175917	2377.209746	0.000179
0.408011	2.175940	2377.211715	0.000179
0.408017	2.175963	2377.213632	0.000179
0.408022	2.175985	2377.215499	0.000179
0.408028	2.176007	2377.217315	0.000179
0.408033	2.176028	2377.219080	0.000179
0.408039	2.176048	2377.220795	0.000179
0.408044	2.176068	2377.222459	0.000179
0.408050	2.176087	2377.224074	0.000179
0.408056	2.176106	2377.225639	0.000179
0.408061	2.176124	2377.227154	0.000179
0.408067	2.176141	2377.228621	0.000179
0.408072	2.176158	2377.230038	0.000179
0.408078	2.176175	2377.231408	0.000179
0.408083	2.176190	2377.232729	0.000179
0.408089	2.176206	2377.234003	0.000179
0.408094	2.176220	2377.235230	0.000179
0.408100	2.176234	2377.236410	0.000179
0.408106	2.176248	2377.237544	0.000179
0.408111	2.176261	2377.238633	0.000179
0.408117	2.176273	2377.239676	0.000179
0.408122	2.176285	2377.240675	0.000179
0.408128	2.176297	2377.241630	0.000179
0.408133	2.176307	2377.242542	0.000179
0.408139	2.176318	2377.243412	0.000179
0.408144	2.176328	2377.244239	0.000179
0.408150	2.176337	2377.245025	0.000179
0.408156	2.176346	2377.245771	0.000179
0.408161	2.176355	2377.246477	0.000179
0.408167	2.176362	2377.247144	0.000179
0.408172	2.176370	2377.247773	0.000179
0.408178	2.176377	2377.248365	0.000179
0.408183	2.176384	2377.248920	0.000179
0.408189	2.176390	2377.249440	0.000179
0.408194	2.176396	2377.249925	0.000179
0.408200	2.176401	2377.250376	0.000179
0.408206	2.176406	2377.250795	0.000179
0.408211	2.176411	2377.251182	0.000179
0.408217	2.176415	2377.251539	0.000179
0.408222	2.176419	2377.251866	0.000179
0.408228	2.176423	2377.252164	0.000179
0.408233	2.176426	2377.252435	0.000179
0.408239	2.176429	2377.252680	0.000179
0.408244	2.176431	2377.252900	0.000179
0.408250	2.176434	2377.253096	0.000179
0.408256	2.176436	2377.253269	0.000179
0.408261	2.176438	2377.253421	0.000179
0.408267	2.176439	2377.253553	0.000179
0.408272	2.176441	2377.253666	0.000179
0.408278	2.176442	2377.253761	0.000179
0.408283	2.176443	2377.253840	0.000179
0.408289	2.176443	2377.253905	0.000179
0.408294	2.176444	2377.253957	0.000179
0.408300	2.176445	2377.253996	0.000179
0.408306	2.176445	2377.254025	0.000179
0.408311	2.176445	2377.254046	0.000179
0.408317	2.176445	2377.254059	0.000179
0.408322	2.176445	2377.254066	0.000179
0.408328	2.176445	2377.254070	0.000179
0.408333	2.176445	2377.254071	0.000179
0.408339	2.176445	2377.254071	0.000179
0.408344	2.176445	2377.254071	0.000179
0.408350	2.176445	2377.254071	0.000179
0.408356	2.176445	2377.254071	0.000179
0.408361	2.176445	2377.254071	0.000179
0.408367	2.176445	2377.254071	0.000179
0.408372	2.176445	2377.254071	0.000179
0.408378	2.176445	2377.254071	0.000179
0.408383	2.176445	2377.254071	0.000179
0.408389	2.176445	2377.254071	0.000179
0.408394	2.176445	2377.254071	0.000179
0.408400	2.176445	2377.254071	0.000179
0.408406	2.176445	2377.254071	0.000179
0.408411	2.176445	2377.254071	0.000179
0.408417	2.176445	2377.254071	0.000179
0.408422	2.176445	2377.254071	0.000179
0.408428	2.176445	2377.254071	0.000179
0.408433	2.176445	2377.254071	0.000179
0.408439	2.176445	2377.254071	0.000179
0.408444	2.176445	2377.254071	0.000179
0.408450	2.176445	2377.254071	0.000179
0.408456	2.176445	2377.254071	0.000179
0.408461	2.176445	2377.254071	0.000179
0.408467	2.176445	2377.254071	0.000179
0.408472	2.176445	2377.254071	0.000179
0.408478	2.176445	2377.254071	0.000179
0.408483	2.176445	2377.254071	0.000179
0.408489	2.176445	2377.254071	0.000179
0.408494	2.176445	2377.254071	0.000179
0.408500	2.176445	2377.254071	0.000179
0.408506	2.176445	2377.254071	0.000179
0.408511	2.176445	2377.254071	0.000179
0.408517	2.176445	2377.254071	0.000179
0.408522	2.176445	2377.254071	0.000179
0.408528	2.176445	2377.254071	0.000179
0.408533	2.176445	2377.254071	0.000179
0.408539	2.176445	2377.254071	0.000179
0.408544	2.176445	2377.254071	0.000179
0.408550	2.176445	2377.254071	0.000179
0.408556	2.176445	2377.254071	0.000179
0.408561	2.176445	2377.254071	0.000179
0.408567	2.176445	2377.254071	0.000179
0.408572	2.176445	2377.254071	0.000179
0.408578	2.176445	2377.254071	0.000179
0.408583	2.176445	2377.254071	0.000179
0.408589	2.176445	2377.254071	0.000179
0.408594	2.176445	2377.254071	0.000179
0.408600	2.176445	2377.254071	0.000179
0.408606	2.176445	2377.254071	0.000179
0.408611	2.176445	2377.254071	0.000179
0.408617	2.176445	2377.254071	0.000179
0.408622	2.176445	2377.254071	0.000179
0.408628	2.176445	2377.254071	0.000179
0.408633	2.176445	2377.254071	0.000179
0.408639	2.176445	2377.254071	0.000179
0.408644	2.176445	2377.254071	0.000179
0.408650	2.176445	2377.254071	0.000179
0.408656	2.176445	2377.254071	0.000179
0.408661	2.176445	2377.254071	0.000179
0.408667	2.176445	2377.254071	0.000179
0.408672	2.176445	2377.254071	0.000179
0.408678	2.176445	2377.254071	0.000179
0.408683	2.176445	2377.254071	0.000179
0.408689	2.176445	2377.254071	0.000179
0.408694	2.176445	2377.254071	0.000179
0.408700	2.176445	2377.254071	0.000179
0.408706	2.176445	2377.254071	0.000179
0.408711	2.176445	2377.254071	0.000179
0.408717	2.176445	2377.254071	0.000179
0.408722	2.176445	2377.254071	0.000179
0.408728	2.176445	2377.254071	0.000179
0.408733	2.176445	2377.254071	0.000179
0.408739	2.176445	2377.254071	0.000179
0.408744	2.176445	2377.254071	0.000179
0.408750	2.176445	2377.254071	0.000179
0.408756	2.176445	2377.254071	0.000179
0.408761	2.176445	2377.254071	0.000179
0.408767	2.176445	2377.254071	0.000179
0.408772	2.176445	2377.254071	0.000179
0.408778	2.176445	2377.254071	0.000179
0.408783	2.176445	2377.254071	0.000179
0.408789	2.176445	2377.254071	0.000179
0.408794	2.176445	2377.254071	0.000179
0.408800	2.176445	2377.254071	0.000179
0.408806	2.176445	2377.254071	0.000179
0.408811	2.176445	2377.254071	0.000179
0.408817	2.176445	2377.254071	0.000179
0.408822	2.176445	2377.254071	0.000179
0.408828	2.176445	2377.254071	0.000179
0.408833	2.176445	2377.254071	0.000179
0.408839	2.176445	2377.254071	0.000179
0.408844	2.176445	2377.254071	0.000179
0.408850	2.176445	2377.254071	0.000179
0.408856	2.176445	2377.254071	0.000179
0.408861	2.176445	2377.254071	0.000179
0.408867	2.176445	2377.254071	0.000179
0.408872	2.176445	2377.254071	0.000179
0.408878	2.176445	2377.254071	0.000179
0.408883	2.176445	2377.254071	0.000179
0.408889	2.176445	2377.254071	0.000179
0.408894	2.176445	2377.254071	0.000179
0.408900	2.176446	2377.254257	0.000179
0.408906	2.176447	2377.255003	0.000179
0.408911	2.176451	2377.256680	0.000179
0.408917	2.176458	2377.259662	0.000179
0.408922	2.176468	2377.264322	0.000179
0.408928	2.176483	2377.271030	0.000179
0.408933	2.176504	2377.280161	0.000179
0.408939	2.176530	2377.292086	0.000179
0.408944	2.176564	2377.307176	0.000179
0.408950	2.176605	2377.325805	0.000179
0.408956	2.176656	2377.348343	0.000179
0.408961	2.176716	2377.375161	0.000180
0.408967	2.176786	2377.406631	0.000180
0.408972	2.176867	2377.443123	0.000180
0.408978	2.176961	2377.485008	0.000180
0.408983	2.177067	2377.532655	0.000180
0.408989	2.177188	2377.586433	0.000180
0.408994	2.177323	2377.646712	0.000180
0.409000	2.177473	2377.713860	0.000180
0.409006	2.177639	2377.788245	0.000180
0.409011	2.177823	2377.870233	0.000180
0.409017	2.178024	2377.960191	0.000180
0.409022	2.178245	2378.058485	0.000180
0.409028	2.178485	2378.165480	0.000180
0.409033	2.178745	2378.281539	0.000180
0.409039	2.179027	2378.407026	0.000180
0.409044	2.179330	2378.542302	0.000180
0.409050	2.179657	2378.687728	0.000180
0.409056	2.180008	2378.843665	0.000180
0.409061	2.180383	2379.010470	0.000180
0.409067	2.180783	2379.188502	0.000180
0.409072	2.181210	2379.378116	0.000180
0.409078	2.181664	2379.579667	0.000180
0.409083	2.182146	2379.793508	0.000180
0.409089	2.182657	2380.019990	0.000180
0.409094	2.183198	2380.259463	0.000180
0.409100	2.183769	2380.512276	0.000180
0.409106	2.184371	2380.778775	0.000180
0.409111	2.185005	2381.059303	0.000180
0.409117	2.185673	2381.354205	0.000180
0.409122	2.186374	2381.663819	0.000180
0.409128	2.187110	2381.988484	0.000180
0.409133	2.187881	2382.328536	0.000180
0.409139	2.188689	2382.684309	0.000180
0.409144	2.189533	2383.056133	0.000180
0.409150	2.190416	2383.444338	0.000180
0.409156	2.191338	2383.849249	0.000180
0.409161	2.192299	2384.271189	0.000180
0.409167	2.193300	2384.710479	0.000180
0.409172	2.194343	2385.167437	0.000180
0.409178	2.195428	2385.642377	0.000180
0.409183	2.196556	2386.135610	0.000180
0.409189	2.197728	2386.647444	0.000181
0.409194	2.198944	2387.178185	0.000181
0.409200	2.200206	2387.728133	0.000181
0.409206	2.201514	2388.297587	0.000181
0.409211	2.202869	2388.886842	0.000181
0.409217	2.204272	2389.496187	0.000181
0.409222	2.205723	2390.125910	0.000181
0.409228	2.207224	2390.776293	0.000181
0.409233	2.208776	2391.447615	0.000181
0.409239	2.210378	2392.140152	0.000181
0.409244	2.212033	2392.854174	0.000181
0.409250	2.213740	2393.589948	0.000181
0.409256	2.215501	2394.347735	0.000181
0.409261	2.217316	2395.127793	0.000181
0.409267	2.219186	2395.930375	0.000182
0.409272	2.221113	2396.755730	0.000182
0.409278	2.223096	2397.604101	0.000182
0.409283	2.225137	2398.475727	0.000182
0.409289	2.227236	2399.370843	0.000182
0.409294	2.229394	2400.289678	0.000182
0.409300	2.231613	2401.232456	0.000182
0.409306	2.233892	2402.199395	0.000182
0.409311	2.236233	2403.190711	0.000182
0.409317	2.238636	2404.206611	0.000183
0.409322	2.241103	2405.247300	0.000183
0.409328	2.243633	2406.312976	0.000183
0.409333	2.246228	2407.403832	0.000183
0.409339	2.248889	2408.520056	0.000183
0.409344	2.251617	2409.661830	0.000183
0.409350	2.254411	2410.829332	0.000183
0.409356	2.257274	2412.022734	0.000183
0.409361	2.260205	2413.242202	0.000184
0.409367	2.263206	2414.487897	0.000184
0.409372	2.266277	2415.759976	0.000184
0.409378	2.269419	2417.058589	0.000184
0.409383	2.272633	2418.383883	0.000184
0.409389	2.275920	2419.735999	0.000184
0.409394	2.279281	2421.115073	0.000185
0.409400	2.282716	2422.521235	0.000185
0.409406	2.286226	2423.954615	0.000185
0.409411	2.289812	2425.415334	0.000185
0.409417	2.293474	2426.903511	0.000185
0.409422	2.297215	2428.419264	0.000185
0.409428	2.301033	2429.962705	0.000186
0.409433	2.304931	2431.533944	0.000186
0.409439	2.308909	2433.133093	0.000186
0.409444	2.312968	2434.760269	0.000186
0.409450	2.317108	2436.415151	0.000186
0.409456	2.321331	2438.098778	0.000187
0.409461	2.325636	2439.809415	0.000187
0.409467	2.330026	2441.549152	0.000187
0.409472	2.334500	2443.316933	0.000187
0.409478	2.339059	2445.112968	0.000188
0.409483	2.343705	2446.937184	0.000188
0.409489	2.348437	2448.789583	0.000188
0.409494	2.353257	2450.670146	0.000188
0.409500	2.358164	2452.578846	0.000189
0.409506	2.363160	2454.515643	0.000189
0.409511	2.368246	2456.480490	0.000189
0.409517	2.373422	2458.473329	0.000189
0.409522	2.378688	2460.494092	0.000190
0.409528	2.384046	2462.542699	0.000190
0.409533	2.389495	2464.619062	0.000190
0.409539	2.395037	2466.723081	0.000190
0.409544	2.400673	2468.854644	0.000191
0.409550	2.406402	2471.013631	0.000191
0.409556	2.412225	2473.199908	0.000191
0.409561	2.418143	2475.413332	0.000192
0.409567	2.424157	2477.653747	0.000192
0.409572	2.430267	2479.920989	0.000192
0.409578	2.436473	2482.214878	0.000192
0.409583	2.442776	2484.535226	0.000193
0.409589	2.449177	2486.881832	0.000193
0.409594	2.455676	2489.254483	0.000193
0.409600	2.462274	2491.652955	0.000194
0.409606	2.468970	2494.077012	0.000194
0.409611	2.475766	2496.526406	0.000194
0.409617	2.482661	2499.000877	0.000195
0.409622	2.489657	2501.500152	0.000195
0.409628	2.496753	2504.023947	0.000195
0.409633	2.503950	2506.571966	0.000196
0.409639	2.511249	2509.143900	0.000196
0.409644	2.518649	2511.739429	0.000197
0.409650	2.526150	2514.358219	0.000197
0.409656	2.533755	2516.999925	0.000197
0.409661	2.541461	2519.664189	0.000198
0.409667	2.549270	2522.350642	0.000198
0.409672	2.557182	2525.058901	0.000199
0.409678	2.565197	2527.788573	0.000199
0.409683	2.573315	2530.539249	0.000199
0.409689	2.581537	2533.310512	0.000200
0.409694	2.589862	2536.101931	0.000200
0.409700	2.598290	2538.913062	0.000201
0.409706	2.606822	2541.743451	0.000201
0.409711	2.615457	2544.592630	0.000202
0.409717	2.624196	2547.460120	0.000202
0.409722	2.633039	2550.345431	0.000202
0.409728	2.641985	2553.248061	0.000203
0.409733	2.651035	2556.167495	0.000203
0.409739	2.660187	2559.103208	0.000204
0.409744	2.669443	2562.054664	0.000204
0.409750	2.678802	2565.021314	0.000205
0.409756	2.688263	2568.002601	0.000205
0.409761	2.697827	2570.997954	0.000206
0.409767	2.707492	2574.006793	0.000206
0.409772	2.717260	2577.028528	0.000207
0.409778	2.727129	2580.062557	0.000207
0.409783	2.737099	2583.108271	0.000208
0.409789	2.747169	2586.165047	0.000208
0.409794	2.757340	2589.232257	0.000209
0.409800	2.767610	2592.309261	0.000209
0.409806	2.777979	2595.395410	0.000210
0.409811	2.788447	2598.490047	0.000210
0.409817	2.799013	2601.592506	0.000211
0.409822	2.809675	2604.702114	0.000211
0.409828	2.820434	2607.818190	0.000212
0.409833	2.831289	2610.940043	0.000213
0.409839	2.842239	2614.066978	0.000213
0.409844	2.853282	2617.198291	0.000214
0.409850	2.864419	2620.333273	0.000214
0.409856	2.875648	2623.471208	0.000215
0.409861	2.886968	2626.611375	0.000215
0.409867	2.898379	2629.753046	0.000216
0.409872	2.909879	2632.895491	0.000217
0.409878	2.921467	2636.037971	0.000217
0.409883	2.933142	2639.179748	0.000218
0.409889	2.944903	2642.320076	0.000218
0.409894	2.956749	2645.458207	0.000219
0.409900	2.968677	2648.593392	0.000220
0.409906	2.980688	2651.724878	0.000220
0.409911	2.992780	2654.851908	0.000221
0.409917	3.004951	2657.973728	0.000222
0.409922	3.017200	2661.089578	0.000222
0.409928	3.029525	2664.198702	0.000223
0.409933	3.041925	2667.300340	0.000224
0.409939	3.054399	2670.393735	0.000224
0.409944	3.066944	2673.478128	0.000225
0.409950	3.079559	2676.552765	0.000226
0.409956	3.092242	2679.616891	0.000226
0.409961	3.104992	2682.669754	0.000227
0.409967	3.117807	2685.710605	0.000228
0.409972	3.130685	2688.738697	0.000228
0.409978	3.143624	2691.753289	0.000229
0.409983	3.156622	2694.753642	0.000230
0.409989	3.169678	2697.739023	0.000230
0.409994	3.182789	2700.708703	0.000231
0.410000	3.195953	2703.661960	0.000232
0.410006	3.209169	2706.598077	0.000232
0.410011	3.222433	2709.516344	0.000233
0.410017	3.235745	2712.416058	0.000234
0.410022	3.249101	2715.296524	0.000235
0.410028	3.262501	2718.157054	0.000235
0.410033	3.275940	2720.996970	0.000236
0.410039	3.289418	2723.815601	0.000237
0.410044	3.302932	2726.612287	0.000237
0.410050	3.316479	2729.386377	0.000238
0.410056	3.330058	2732.137229	0.000239
0.410061	3.343666	2734.864214	0.000240
0.410067	3.357300	2737.566713	0.000240
0.410072	3.370958	2740.244119	0.000241
0.410078	3.384638	2742.895834	0.000242
0.410083	3.398336	2745.521277	0.000243
0.410089	3.412052	2748.119875	0.000243
0.410094	3.425782	2750.691071	0.000244
0.410100	3.439523	2753.234319	0.000245
0.410106	3.453273	2755.749090	0.000246
0.410111	3.467030	2758.234864	0.000246
0.410117	3.480791	2760.691141	0.000247
0.410122	3.494553	2763.117430	0.000248
0.410128	3.508314	2765.513260	0.000249
0.410133	3.522071	2767.878170	0.000249
0.410139	3.535821	2770.211719	0.000250
0.410144	3.549563	2772.513478	0.000251
0.410150	3.563292	2774.783036	0.000252
0.410156	3.577008	2777.019998	0.000253
0.410161	3.590707	2779.223984	0.000253
0.410167	3.604386	2781.394632	0.000254
0.410172	3.618042	2783.531595	0.000255
0.410178	3.631675	2785.634544	0.000256
0.410183	3.645279	2787.703166	0.000256
0.410189	3.658854	2789.737165	0.000257
0.410194	3.672396	2791.736264	0.000258
0.410200	3.685904	2793.700201	0.000259
0.410206	3.699373	2795.628732	0.000259
0.410211	3.712803	2797.521631	0.000260
0.410217	3.726189	2799.378689	0.000261
0.410222	3.739531	2801.199714	0.000262
0.410228	3.752824	2802.984531	0.000262
0.410233	3.766068	2804.732985	0.000263
0.410239	3.779259	2806.444936	0.000264
0.410244	3.792395	2808.120263	0.000265
0.410250	3.805473	2809.758860	0.000266
0.410256	3.818492	2811.360641	0.000266
0.410261	3.831449	2812.925536	0.000267
0.410267	3.844341	2814.453492	0.000268
0.410272	3.857167	2815.944473	0.000269
0.410278	3.869924	2817.398462	0.000269
0.410283	3.882610	2818.815456	0.000270
0.410289	3.895223	2820.195470	0.000271
0.410294	3.907761	2821.538541	0.000272
0.410300	3.920221	2822.844723	0.000272
0.410306	3.932602	2824.114094	0.000273
0.410311	3.944902	2825.346746	0.000274
0.410317	3.957119	2826.542793	0.000274
0.410322	3.969251	2827.702366	0.000275
0.410328	3.981297	2828.825614	0.000276
0.410333	3.993254	2829.912702	0.000277
0.410339	4.005121	2830.963812	0.000277
0.410344	4.016897	2831.979144	0.000278
0.410350	4.028580	2832.958909	0.000279
0.410356	4.040168	2833.903337	0.000279
0.410361	4.051660	2834.812671	0.000280
0.410367	4.063055	2835.687167	0.000281
0.410372	4.074351	2836.527094	0.000282
0.410378	4.085547	2837.332737	0.000282
0.410383	4.096643	2838.104390	0.000283
0.410389	4.107635	2838.842359	0.000284
0.410394	4.118525	2839.546964	0.000284
0.410400	4.129310	2840.218533	0.000285
0.410406	4.139990	2840.857406	0.000286
0.410411	4.150564	2841.463932	0.000286
0.410417	4.161031	2842.038469	0.000287
0.410422	4.171390	2842.581386	0.000288
0.410428	4.181640	2843.093056	0.000288
0.410433	4.191781	2843.573866	0.000289
0.410439	4.201811	2844.024205	0.000290
0.410444	4.211732	2844.444472	0.000290
0.410450	4.221541	2844.835072	0.000291
0.410456	4.231238	2845.196416	0.000292
0.410461	4.240824	2845.528921	0.000292
0.410467	4.250297	2845.833010	0.000293
0.410472	4.259657	2846.109109	0.000293
0.410478	4.268904	2846.357651	0.000294
0.410483	4.278038	2846.579072	0.000295
0.410489	4.287058	2846.773811	0.000295
0.410494	4.295963	2846.942276	0.000296
0.410500	4.304747	2847.084850	0.000296
0.410506	4.313406	2847.201969	0.000297
0.410511	4.321934	2847.294128	0.000298
0.410517	4.330325	2847.361881	0.000298
0.410522	4.338575	2847.405845	0.000299
0.410528	4.346678	2847.426697	0.000299
0.410533	4.354628	2847.425180	0.000300
0.410539	4.362420	2847.402104	0.000300
